,OV Circuit Value,Value Feature,Output Feature
297,0.1844,13744: terms related to health conditions and their classifications,1467:  words and phrases related to social equity and representation issues
298,0.1843,7583: references to legal proceedings and the roles of defense counsel,5764: different types of hats and roofs
299,0.184,3230: references to matrices and array structures,1593: administrative information and contact details related to services
300,-0.1838,15752: imperative verbs suggesting actions or attempts to encourage engagement or experimentation,1467:  words and phrases related to social equity and representation issues
301,-0.1837,9067:  references to specific statistics or numerical data,8048:  occurrences of selectors and method calls within Objective-C or Swift code
302,0.1835,11711: references to significant historical events and their impact,9249:  mathematical expressions or notations
303,0.1831,14942:  sequences of numerical values and their representations,7291:  references to categorization or organization by specific criteria
304,0.183,2782: legal terminology related to court proceedings and motions,9249:  mathematical expressions or notations
305,-0.183,11711: references to significant historical events and their impact,490: phrases related to self-awareness and personal identity
306,-0.183,12006: events and dates related to significant political moments or announcements,13158: mathematical equations and physical variables related to scientific concepts
307,0.1829,6: characters and entities related to storytelling and narratives,11482: numerical representations or indicators related to data or formatting elements
308,0.1826,4783: import statements and associated classes in Java code,3598: instances of high impact or intense narratives
309,-0.1826,3460: prepositions indicating purpose or reason,5042:  function calls and operations related to managing collections or data structures
310,0.1826,10186:  references to military events and significant historical actions,14677: terms related to historical events and their socio-economic implications
311,0.1825,3194: information related to news and academic programs,1600: past participles and auxiliary verbs expressing completed actions
312,-0.1825,10957:  indications of gratitude and acknowledgment within the text,14188: references to names and personal identifiers
313,0.182,4852: adverbs that modify the degree or frequency of an action,13158: mathematical equations and physical variables related to scientific concepts
314,0.1818,15837: terms related to additional processes or components in a procedure,5764: different types of hats and roofs
315,-0.1814,8280: app names and features associated with service accessibility,14388:  references to specific individuals and their relationships
316,0.1814,4390:  numeric values and symbols typically used in codes or mathematical expressions,8048:  occurrences of selectors and method calls within Objective-C or Swift code
317,-0.1812,7495: words related to legal proceedings and actions,14188: references to names and personal identifiers
318,-0.181,6087: terms related to educational goals and strategies in various contexts,1467:  words and phrases related to social equity and representation issues
319,0.1805,5517:  words and phrases related to the Persian culture or names,13158: mathematical equations and physical variables related to scientific concepts
320,0.1803,"12487: changes, increases, and variations related to biological measurements and conditions",9306:  phrases and terms related to legal and procedural contexts
321,0.1799,3460: prepositions indicating purpose or reason,12557: elements related to character relationships and dynamics within a narrative
322,0.1799,10957:  indications of gratitude and acknowledgment within the text,9306:  phrases and terms related to legal and procedural contexts
323,0.1799,15377: patterns of numerical data and mathematical symbols within the text,4743: formal titles and legal terminology related to court cases
324,0.1798,609: syntax elements related to function or method invocations in code,4743: formal titles and legal terminology related to court cases
325,-0.1796,7295:  mathematical expressions and functions involving exponential terms,483: elements related to error handling and message formatting in code
326,-0.1793,"3387: references to study design, funding, and ethical considerations in research",9249:  mathematical expressions or notations
327,0.1792,8280: app names and features associated with service accessibility,5256:  HTML element identifiers and their attributes
328,-0.1788,11624: references to staff or personnel in various contexts,13158: mathematical equations and physical variables related to scientific concepts
329,-0.1787,2782: legal terminology related to court proceedings and motions,490: phrases related to self-awareness and personal identity
330,-0.1776,5517:  words and phrases related to the Persian culture or names,1391:  prepositions and their relationships in sentences
331,-0.1776,2953:  references to instances and singleton patterns in code,490: phrases related to self-awareness and personal identity
332,0.1775,11624: references to staff or personnel in various contexts,1391:  prepositions and their relationships in sentences
333,-0.1774,1206: terms related to mathematical concepts and operations within reproducing kernel Hilbert spaces,"10000: situations related to legal terminology, particularly regarding court rulings and proceedings"
334,-0.1771,15377: patterns of numerical data and mathematical symbols within the text,8160: terms related to scientific research and medical conditions
335,0.1765,"4306: instances of the word ""throw"" and its variations in different contexts",13698:  mathematical or logical expressions and structures in the text
336,-0.1763,999: HTML attributes and element classes used in forms and user interface components,14188: references to names and personal identifiers
337,0.1763,"3387: references to study design, funding, and ethical considerations in research",490: phrases related to self-awareness and personal identity
338,-0.1761,6304: legal terminology and concepts related to discrimination and harassment cases,15209: technical terms and attributes related to system configuration and networking
339,0.176,1678: elements related to innovation and entrepreneurship,2158:  introductory phrases and words related to comedic storytelling
340,-0.1758,8791:  sentences expressing uncertainty or seeking clarification,8160: terms related to scientific research and medical conditions
341,0.1757,11990: keywords related to swine diseases and medical terminology,5764: different types of hats and roofs
342,0.1752,5888: elements related to database models and data structures,12557: elements related to character relationships and dynamics within a narrative
343,-0.175,"5615: words related to medical conditions, specifically focusing on diseases or disorders",9306:  phrases and terms related to legal and procedural contexts
344,0.1744,4478: instances of dialogue or discussion in the text,13793: terms related to classification and assessment of information
345,0.1744,3743:  programming-related commands and operations,14651: elements related to chemical compounds and their structural components
346,-0.1743,"2841: attributes related to vehicles, particularly SUVs and their features",5764: different types of hats and roofs
347,0.1742,999: HTML attributes and element classes used in forms and user interface components,9306:  phrases and terms related to legal and procedural contexts
348,-0.1742,13607: phrases indicative of themes of responsibility and social dynamics,10853:  references to time-related events or durations
349,0.1741,"7044: actions and methods described with the preposition ""by.""",490: phrases related to self-awareness and personal identity
350,0.174,"2841: attributes related to vehicles, particularly SUVs and their features",11482: numerical representations or indicators related to data or formatting elements
351,-0.174,"12487: changes, increases, and variations related to biological measurements and conditions",14188: references to names and personal identifiers
352,-0.174,6087: terms related to educational goals and strategies in various contexts,3602: references to binding actions or concepts in programming contexts
353,-0.1738,15936: specific technical terms and keywords related to information technology and software development,9306:  phrases and terms related to legal and procedural contexts
354,-0.1738,"4306: instances of the word ""throw"" and its variations in different contexts",1467:  words and phrases related to social equity and representation issues
355,0.1738,6087: terms related to educational goals and strategies in various contexts,14651: elements related to chemical compounds and their structural components
356,0.1737,8127: specific terms and concepts related to complex systems and interactions,7801:  usernames or identifiers in a coding context
357,-0.1736,3743:  programming-related commands and operations,3602: references to binding actions or concepts in programming contexts
358,-0.1735,12192:  components and classes related to the Java Swing framework,5670: phrases related to implications and consequences in scientific contexts
359,0.1733,3606:  legal terminology and procedural language related to court cases,15473: questions and expressions of uncertainty or opinion
360,0.1732,5511: frequently occurring articles in a text,15473: questions and expressions of uncertainty or opinion
361,-0.1731,5980: references to comparisons and contrasts between two or more entities,12699:  phrases indicating sets or collections of items
362,-0.1731,13221: phrases related to measurements or quantities,13698:  mathematical or logical expressions and structures in the text
363,0.1729,15936: specific technical terms and keywords related to information technology and software development,14188: references to names and personal identifiers
364,0.1725,7578:  numerical sequences and values related to statistics or data representation,10130: conjunctions and connectors in text
365,-0.1721,6: characters and entities related to storytelling and narratives,5764: different types of hats and roofs
366,0.1721,"5615: words related to medical conditions, specifically focusing on diseases or disorders",14188: references to names and personal identifiers
367,0.172,14645: references to Michael Jackson and issues related to his legacy and representation in events,879: conditional phrases and references to evidence or support
368,-0.1718,11468: full stops or periods,1600: past participles and auxiliary verbs expressing completed actions
369,-0.1715,1128: words related to academic and research-related achievements and qualifications,13698:  mathematical or logical expressions and structures in the text
370,0.1714,1036:  HTML elements and their attributes,8160: terms related to scientific research and medical conditions
371,0.1714,8127: specific terms and concepts related to complex systems and interactions,15473: questions and expressions of uncertainty or opinion
372,0.1713,8687: exception handling in code,3781:  keywords related to medical assessments or conditions
373,0.1711,2737:  phrases related to legal expenses and costs,2232: mathematical notation and concepts related to transformations and variables
374,0.1711,12118: numerical values related to measurements,3602: references to binding actions or concepts in programming contexts
375,0.1711,15794: references to corporate entities and business operations,9306:  phrases and terms related to legal and procedural contexts
376,-0.1709,5888: elements related to database models and data structures,5042:  function calls and operations related to managing collections or data structures
377,-0.1707,170: references to specific categories or identifiers,14388:  references to specific individuals and their relationships
378,0.1705,11834:  phrases related to the importance of high-quality equipment and its benefits,879: conditional phrases and references to evidence or support
379,-0.1705,14645: references to Michael Jackson and issues related to his legacy and representation in events,912:  references to structural models and their connections in a technical context
380,0.1704,14351:  references to local entities and community-specific contexts,13158: mathematical equations and physical variables related to scientific concepts
381,0.1702,8791:  sentences expressing uncertainty or seeking clarification,4743: formal titles and legal terminology related to court cases
382,-0.1702,8083: specific programming-related package names and identifiers,3602: references to binding actions or concepts in programming contexts
383,-0.1702,2290: names of individuals and their affiliations or descriptions,9306:  phrases and terms related to legal and procedural contexts
384,-0.1702,15794: references to corporate entities and business operations,14188: references to names and personal identifiers
385,0.1702,8313: references to time-related events or occurrences,14388:  references to specific individuals and their relationships
386,0.1702,2323:  references to licensing and submission information,7805: references to data types and programming constructs
387,0.1699,7342: terms associated with healthcare and intervention strategies,15958: sports matchups and results
388,-0.1699,"563: the context or formatting of sections in a document, particularly those marked with specific tags such as <bos>","15333: the word ""at"" and its various forms or contexts"
389,0.1699,6025: document citations and references to academic sources,8623: content related to scientific publications and technical specifications
390,-0.1698,14351:  references to local entities and community-specific contexts,1391:  prepositions and their relationships in sentences
391,-0.1698,14685: structured sequences or procedures involving similar processes or operations,1600: past participles and auxiliary verbs expressing completed actions
392,0.1694,1314: technical terminology related to bonding processes and materials used in manufacturing,13158: mathematical equations and physical variables related to scientific concepts
393,-0.1694,"2605: references to the presence or absence of evidence, significance, or specific entities in various contexts",490: phrases related to self-awareness and personal identity
394,-0.1693,1314: technical terminology related to bonding processes and materials used in manufacturing,1391:  prepositions and their relationships in sentences
395,-0.1691,14914:  numerical values and mathematical operations,13698:  mathematical or logical expressions and structures in the text
396,0.1691,13221: phrases related to measurements or quantities,1467:  words and phrases related to social equity and representation issues
397,0.1688,2290: names of individuals and their affiliations or descriptions,14188: references to names and personal identifiers
398,-0.1687,11834:  phrases related to the importance of high-quality equipment and its benefits,912:  references to structural models and their connections in a technical context
399,-0.1687,12118: numerical values related to measurements,14651: elements related to chemical compounds and their structural components
400,-0.1687,"5271: evaluative language related to conditions, complexities, and dietary properties",13158: mathematical equations and physical variables related to scientific concepts
401,-0.1686,7309: programming-related terminology and concepts,5670: phrases related to implications and consequences in scientific contexts
402,0.1686,8083: specific programming-related package names and identifiers,14651: elements related to chemical compounds and their structural components
403,-0.1686,"7044: actions and methods described with the preposition ""by.""",9249:  mathematical expressions or notations
404,-0.1685,"3622: code-related syntax and structure, especially focusing on object encoding and dialog management",14188: references to names and personal identifiers
405,0.1683,14685: structured sequences or procedures involving similar processes or operations,15958: sports matchups and results
406,0.1683,170: references to specific categories or identifiers,5256:  HTML element identifiers and their attributes
407,-0.1682,"5973:  words related to data organization and structure, particularly in programming and statistics",1391:  prepositions and their relationships in sentences
408,-0.1678,1036:  HTML elements and their attributes,"3151: terms related to the condition and maintenance of items, particularly with a focus on visual damage or wear"
409,0.1678,15312: technical terms and concepts related to research methodologies and data analysis,879: conditional phrases and references to evidence or support
410,-0.1677,2737:  phrases related to legal expenses and costs,13452: descriptions of scientific experimental setups and materials used in research
411,-0.1676,2323:  references to licensing and submission information,9306:  phrases and terms related to legal and procedural contexts
412,0.1675,12828: technical terms and specifications related to programming and data structures,4743: formal titles and legal terminology related to court cases
413,0.1674,8340: expressions of gratitude,3602: references to binding actions or concepts in programming contexts
414,0.1674,"2605: references to the presence or absence of evidence, significance, or specific entities in various contexts",9249:  mathematical expressions or notations
415,0.1671,10186:  references to military events and significant historical actions,483: elements related to error handling and message formatting in code
416,0.167,835: specific references and citations in the text,879: conditional phrases and references to evidence or support
417,-0.167,"2841: attributes related to vehicles, particularly SUVs and their features",7991:  expressions related to family relationships and survival
418,0.1669,"5973:  words related to data organization and structure, particularly in programming and statistics",13158: mathematical equations and physical variables related to scientific concepts
419,0.1667,1036:  HTML elements and their attributes,1330:  mathematical expressions and functions involving probability and logarithms
420,-0.1665,"4352: references to competitive sports events, particularly in relation to tournaments",11482: numerical representations or indicators related to data or formatting elements
421,0.1665,10591: terms related to statistical analysis and results representation,14388:  references to specific individuals and their relationships
422,0.1664,8791:  sentences expressing uncertainty or seeking clarification,5670: phrases related to implications and consequences in scientific contexts
423,0.1664,1128: words related to academic and research-related achievements and qualifications,1467:  words and phrases related to social equity and representation issues
424,0.1663,13607: phrases indicative of themes of responsibility and social dynamics,6374:  phrases related to marriage and family relationships
425,-0.1661,8313: references to time-related events or occurrences,5256:  HTML element identifiers and their attributes
426,0.1659,8202: references to locks and locking mechanisms,13698:  mathematical or logical expressions and structures in the text
427,0.1659,3151:  phrases and expressions related to emotional states and experiences,9306:  phrases and terms related to legal and procedural contexts
428,-0.1659,15312: technical terms and concepts related to research methodologies and data analysis,912:  references to structural models and their connections in a technical context
429,0.1656,10808: numerical values and their relationships or comparisons,8623: content related to scientific publications and technical specifications
430,-0.1656,3194: information related to news and academic programs,15958: sports matchups and results
431,-0.1654,867:  mathematical notation and formal expressions in the document,"15333: the word ""at"" and its various forms or contexts"
432,-0.1654,6025: document citations and references to academic sources,1466: specific numeric values or symbols related to data organization in programming contexts
433,-0.1654,3151:  phrases and expressions related to emotional states and experiences,14188: references to names and personal identifiers
434,0.1654,2323:  references to licensing and submission information,14188: references to names and personal identifiers
435,-0.1654,835: specific references and citations in the text,912:  references to structural models and their connections in a technical context
436,-0.1653,1036:  HTML elements and their attributes,4743: formal titles and legal terminology related to court cases
437,0.1652,13208: words or prefixes related to the concept of inclusion or encouragement,490: phrases related to self-awareness and personal identity
438,-0.165,8791:  sentences expressing uncertainty or seeking clarification,8048:  occurrences of selectors and method calls within Objective-C or Swift code
439,0.1649,6495: phrases related to user permissions and access rights,1745: mentions of family relationships and heirships in obituaries
440,-0.1649,11412: statistical references and data,879: conditional phrases and references to evidence or support
441,0.1649,"5271: evaluative language related to conditions, complexities, and dietary properties",1391:  prepositions and their relationships in sentences
442,0.1648,7309: programming-related terminology and concepts,8048:  occurrences of selectors and method calls within Objective-C or Swift code
443,-0.1648,8121: technical terms related to vehicle performance and engineering concepts,483: elements related to error handling and message formatting in code
444,0.1647,13155: elements related to programming and computational functions,14651: elements related to chemical compounds and their structural components
445,-0.1646,12828: technical terms and specifications related to programming and data structures,8160: terms related to scientific research and medical conditions
446,0.1646,7620:  HTML-like tags or structures,490: phrases related to self-awareness and personal identity
447,0.1646,12192:  components and classes related to the Java Swing framework,8048:  occurrences of selectors and method calls within Objective-C or Swift code
448,-0.1644,13155: elements related to programming and computational functions,3602: references to binding actions or concepts in programming contexts
449,0.1644,"3622: code-related syntax and structure, especially focusing on object encoding and dialog management",9306:  phrases and terms related to legal and procedural contexts
450,0.1644,11412: statistical references and data,912:  references to structural models and their connections in a technical context
451,0.1641,"9204: substrings and patterns in sequences, particularly those that resemble specific motifs or repeated sequences",3672: references to variables and factors influencing specific medical conditions or research findings
452,0.1641,14914:  numerical values and mathematical operations,1467:  words and phrases related to social equity and representation issues
453,0.1641,11386: negative phrases or concepts,490: phrases related to self-awareness and personal identity
454,0.164,11059: financial advice related to debt management,9306:  phrases and terms related to legal and procedural contexts
455,0.164,6396: conjunctions and words that indicate contrast or opposition,11482: numerical representations or indicators related to data or formatting elements
456,0.164,2953:  references to instances and singleton patterns in code,9249:  mathematical expressions or notations
457,0.1636,3542: instances of comparative language or qualifiers indicating degree or amount,8160: terms related to scientific research and medical conditions
458,0.1635,13744: terms related to health conditions and their classifications,879: conditional phrases and references to evidence or support
459,-0.163,10591: terms related to statistical analysis and results representation,5256:  HTML element identifiers and their attributes
460,0.163,12701: names of individuals and their titles or professions,1745: mentions of family relationships and heirships in obituaries
461,0.163,2283: references to tokens related to authentication or access control,5042:  function calls and operations related to managing collections or data structures
462,-0.1628,7620:  HTML-like tags or structures,9249:  mathematical expressions or notations
463,-0.1627,13208: words or prefixes related to the concept of inclusion or encouragement,9249:  mathematical expressions or notations
464,0.1624,"4352: references to competitive sports events, particularly in relation to tournaments",5764: different types of hats and roofs
465,0.1622,15730: keywords and phrases related to healthcare and treatment interventions,1439: specific scientific comparisons or contrasts involving biological samples
466,0.162,2666: references to the concept of packing,5943:  phrases that indicate a perspective or viewpoint
467,-0.162,13744: terms related to health conditions and their classifications,912:  references to structural models and their connections in a technical context
468,-0.1619,8202: references to locks and locking mechanisms,1467:  words and phrases related to social equity and representation issues
469,-0.1617,8340: expressions of gratitude,14651: elements related to chemical compounds and their structural components
470,-0.1615,"501: names of individuals, particularly focusing on ""David Reese"" and other recurring names in various contexts",5256:  HTML element identifiers and their attributes
471,0.1615,"501: names of individuals, particularly focusing on ""David Reese"" and other recurring names in various contexts",14388:  references to specific individuals and their relationships
472,0.1614,1262: elements related to error handling and logging in code,5670: phrases related to implications and consequences in scientific contexts
473,0.1613,13179: phrases related to animals or animal rights activities,14651: elements related to chemical compounds and their structural components
474,-0.1613,11059: financial advice related to debt management,14188: references to names and personal identifiers
475,0.1611,14295: references to specific individuals and emotional expressions related to loss and community support,879: conditional phrases and references to evidence or support
476,-0.1611,3542: instances of comparative language or qualifiers indicating degree or amount,4743: formal titles and legal terminology related to court cases
477,-0.1611,14731: references to engineering and related academic fields,8160: terms related to scientific research and medical conditions
478,-0.161,13179: phrases related to animals or animal rights activities,3602: references to binding actions or concepts in programming contexts
479,0.1608,"5160: references to mathematical or statistical concepts, particularly involving operations or functions",11482: numerical representations or indicators related to data or formatting elements
480,0.1606,"10676: terms associated with fluorescence and drugs, particularly referencing fluorophores",5670: phrases related to implications and consequences in scientific contexts
481,-0.1606,12229:  special characters and formatting elements used in programming or markup languages,13698:  mathematical or logical expressions and structures in the text
482,0.1606,3606:  legal terminology and procedural language related to court cases,7801:  usernames or identifiers in a coding context
483,-0.1605,1262: elements related to error handling and logging in code,8048:  occurrences of selectors and method calls within Objective-C or Swift code
484,-0.1604,"10676: terms associated with fluorescence and drugs, particularly referencing fluorophores",8048:  occurrences of selectors and method calls within Objective-C or Swift code
485,-0.1603,6396: conjunctions and words that indicate contrast or opposition,5764: different types of hats and roofs
486,0.1603,9577: code syntax and constructs related to handling errors and memory management,12761:  key moments and themes related to speeches and formal addresses
487,0.1602,5879: references to specific methodologies and analyses in scientific literature,14188: references to names and personal identifiers
488,0.1602,3606:  legal terminology and procedural language related to court cases,9808: medical professions and credentials
489,0.1602,16249: structure and organization within code and data,879: conditional phrases and references to evidence or support
490,0.16,14731: references to engineering and related academic fields,4743: formal titles and legal terminology related to court cases
491,-0.1599,10808: numerical values and their relationships or comparisons,1466: specific numeric values or symbols related to data organization in programming contexts
492,0.1598,13348: references to methods and conditions in scientific experiments,13698:  mathematical or logical expressions and structures in the text
493,0.1598,"6028: terms related to conditions, requirements, and limitations in various contexts",13158: mathematical equations and physical variables related to scientific concepts
494,0.1597,"3871: the term ""matter of"" in various legal or formal contexts",8531: information about health risks and the associated implications
495,0.1597,"12725: references to the ""Milton Freewater"" area and its related dating services","14112: instances of the word ""anyway"" or its variations to indicate a shift in conversation"
496,-0.1597,5879: references to specific methodologies and analyses in scientific literature,9306:  phrases and terms related to legal and procedural contexts
497,0.1597,7739: quantitative measurements and numerical data related to areas and distances,13698:  mathematical or logical expressions and structures in the text
498,-0.1594,"4676:  descriptors related to luxury, quality, and sophistication",3602: references to binding actions or concepts in programming contexts
499,0.1593,3079: references to streets and related terminology,14651: elements related to chemical compounds and their structural components
500,-0.1593,3176:  numerical data or references in academic contexts,490: phrases related to self-awareness and personal identity
501,0.159,"2841: attributes related to vehicles, particularly SUVs and their features",6114: genes associated with tumor regulation and apoptosis
502,-0.159,11386: negative phrases or concepts,9249:  mathematical expressions or notations
503,0.159,12229:  special characters and formatting elements used in programming or markup languages,1467:  words and phrases related to social equity and representation issues
504,0.159,16033:  geographical names of places,14188: references to names and personal identifiers
505,-0.1589,3079: references to streets and related terminology,3602: references to binding actions or concepts in programming contexts
506,-0.1588,7655:  URLs or links in textual content,"14706:  the word ""In"" and its variations, indicating a focus on references to time or context"
507,0.1587,11468: full stops or periods,15958: sports matchups and results
508,0.1587,"5615: words related to medical conditions, specifically focusing on diseases or disorders",7805: references to data types and programming constructs
509,0.1587,2517: numerical identifiers or codes,14188: references to names and personal identifiers
510,-0.1586,11711: references to significant historical events and their impact,14188: references to names and personal identifiers
511,-0.1586,13753:  instances of contractions and possessive forms in text,9306:  phrases and terms related to legal and procedural contexts
512,0.1586,13753:  instances of contractions and possessive forms in text,14188: references to names and personal identifiers
513,-0.1582,16249: structure and organization within code and data,912:  references to structural models and their connections in a technical context
514,-0.1582,14295: references to specific individuals and emotional expressions related to loss and community support,912:  references to structural models and their connections in a technical context
515,-0.1581,2283: references to tokens related to authentication or access control,12557: elements related to character relationships and dynamics within a narrative
516,-0.1581,"6028: terms related to conditions, requirements, and limitations in various contexts",1391:  prepositions and their relationships in sentences
517,-0.158,11695: references to legal documentation and procedures,1391:  prepositions and their relationships in sentences
518,0.158,11695: references to legal documentation and procedures,13158: mathematical equations and physical variables related to scientific concepts
519,0.1578,3476: references to surface-related concepts and properties,10536: references to market-related terms and concepts
520,0.1578,11711: references to significant historical events and their impact,9306:  phrases and terms related to legal and procedural contexts
521,0.1577,2953:  references to instances and singleton patterns in code,7349: emphasizing words that indicate certainty or emphasis
522,0.1577,"7742:  occurrences of the letter sequence ""th"" and associated biochemical terms related to specific amino acids and proteins",1391:  prepositions and their relationships in sentences
523,-0.1576,1238:  specific numerical data or results,2232: mathematical notation and concepts related to transformations and variables
524,0.1575,3765:  adverbs and adjectives with specific suffixes,5670: phrases related to implications and consequences in scientific contexts
525,-0.1575,"7742:  occurrences of the letter sequence ""th"" and associated biochemical terms related to specific amino acids and proteins",13158: mathematical equations and physical variables related to scientific concepts
526,0.1572,1711: instances of various elements or entities in a list or catalog format,13158: mathematical equations and physical variables related to scientific concepts
527,0.1572,"4676:  descriptors related to luxury, quality, and sophistication",14651: elements related to chemical compounds and their structural components
528,-0.1571,12955: elements related to computer programming and technology discussions,8160: terms related to scientific research and medical conditions
529,-0.157,8658: structured data and technical specifics related to categories and attributes,1439: specific scientific comparisons or contrasts involving biological samples
530,-0.157,2517: numerical identifiers or codes,9306:  phrases and terms related to legal and procedural contexts
531,0.157,"10730: programming-related keywords, particularly those associated with user interface elements in a development context",8160: terms related to scientific research and medical conditions
532,-0.1569,11549: the beginning of different text segments or paragraphs,9249:  mathematical expressions or notations
533,-0.1567,8928: phrases expressing personal feelings and experiences,12557: elements related to character relationships and dynamics within a narrative
534,0.1567,9577: code syntax and constructs related to handling errors and memory management,7991:  expressions related to family relationships and survival
535,0.1567,14201: XML or HTML-like tags and their attributes,13158: mathematical equations and physical variables related to scientific concepts
536,0.1566,7696: names of political figures and references to political events,14388:  references to specific individuals and their relationships
537,-0.1565,13348: references to methods and conditions in scientific experiments,1467:  words and phrases related to social equity and representation issues
538,0.1565,14942:  sequences of numerical values and their representations,1160: specific programming elements or code structures related to defining and managing animations
539,-0.1561,14942:  sequences of numerical values and their representations,490: phrases related to self-awareness and personal identity
540,0.1561,11759: mathematical notations and symbols,5764: different types of hats and roofs
541,-0.156,3681: declarations of variables in code,13158: mathematical equations and physical variables related to scientific concepts
542,0.156,1238:  specific numerical data or results,13452: descriptions of scientific experimental setups and materials used in research
543,-0.1558,1711: instances of various elements or entities in a list or catalog format,1391:  prepositions and their relationships in sentences
544,-0.1556,16033:  geographical names of places,9306:  phrases and terms related to legal and procedural contexts
545,0.1555,7866: elements related to medical conditions and their biochemical or physiological effects,490: phrases related to self-awareness and personal identity
546,0.1555,4758: references to sports teams and related events,16171: 
547,-0.1555,5980: references to comparisons and contrasts between two or more entities,7801:  usernames or identifiers in a coding context
548,-0.1554,7739: quantitative measurements and numerical data related to areas and distances,1467:  words and phrases related to social equity and representation issues
549,0.1553,1371: distinct pieces of punctuation and sentence endings,14967:  technical terms and definitions related to programming and data structures
550,-0.1552,13735: terms related to healthcare and research documentation,14188: references to names and personal identifiers
551,0.1552,9752: the presence of numerical values and their associated contexts or relationships,13607:  numerical values and data points relevant to scientific contexts
552,-0.1552,"15060: phrases related to physical health interventions, particularly those targeting children",14188: references to names and personal identifiers
553,-0.1552,14942:  sequences of numerical values and their representations,8341: terms related to histology and types of tumors
554,0.155,12955: elements related to computer programming and technology discussions,4743: formal titles and legal terminology related to court cases
555,0.155,11291:  code snippets related to data structures and their manipulation,5670: phrases related to implications and consequences in scientific contexts
556,0.1548,3176:  numerical data or references in academic contexts,9249:  mathematical expressions or notations
557,-0.1548,8828: punctuation marks,490: phrases related to self-awareness and personal identity
558,-0.1548,11759: mathematical notations and symbols,11482: numerical representations or indicators related to data or formatting elements
559,0.1548,867:  mathematical notation and formal expressions in the document,5256:  HTML element identifiers and their attributes
560,0.1547,3681: declarations of variables in code,1391:  prepositions and their relationships in sentences
561,-0.1547,3765:  adverbs and adjectives with specific suffixes,8048:  occurrences of selectors and method calls within Objective-C or Swift code
562,-0.1545,"7907:  terms related to ""medium"" in various contexts",13158: mathematical equations and physical variables related to scientific concepts
563,-0.1545,14201: XML or HTML-like tags and their attributes,1391:  prepositions and their relationships in sentences
564,-0.1545,14942:  sequences of numerical values and their representations,2288: medical terms and references related to various types of cells and conditions
565,-0.1544,"14112: references to downloads, PC games, demographics, and census data","14706:  the word ""In"" and its variations, indicating a focus on references to time or context"
566,0.1542,8611:  programming constructs related to data types and structures,2232: mathematical notation and concepts related to transformations and variables
567,0.154,401: specific code structures or syntax patterns in programming or technical texts,8623: content related to scientific publications and technical specifications
568,0.154,8928: phrases expressing personal feelings and experiences,5042:  function calls and operations related to managing collections or data structures
569,0.1539,609: syntax elements related to function or method invocations in code,3598: instances of high impact or intense narratives
570,-0.1539,"5160: references to mathematical or statistical concepts, particularly involving operations or functions",5764: different types of hats and roofs
571,0.1538,"7078:  mentions of ""New"" in reference to locations, particularly cities and states",14388:  references to specific individuals and their relationships
572,0.1537,9403: historical references and details about significant events and figures,13698:  mathematical or logical expressions and structures in the text
573,0.1537,11549: the beginning of different text segments or paragraphs,490: phrases related to self-awareness and personal identity
574,-0.1536,1986: terms related to professional roles and relationships,3598: instances of high impact or intense narratives
575,-0.1536,11541:  coding elements related to data parsing and storage operations,3009: pronouns and their contextual implications
576,0.1536,15555: names of individuals,14651: elements related to chemical compounds and their structural components
577,0.1534,13735: terms related to healthcare and research documentation,9306:  phrases and terms related to legal and procedural contexts
578,0.1534,8828: punctuation marks,9249:  mathematical expressions or notations
579,0.1534,172:  instructions or methods related to technical processes,3602: references to binding actions or concepts in programming contexts
580,-0.1534,11291:  code snippets related to data structures and their manipulation,8048:  occurrences of selectors and method calls within Objective-C or Swift code
581,0.1534,8507:  programming-related syntax and code structures,14870: components and configuration settings in code snippets
582,0.1534,5564: terms related to patient satisfaction and assessment within healthcare contexts,14388:  references to specific individuals and their relationships
583,0.1534,1818: references to academic institutions and legal contexts,8160: terms related to scientific research and medical conditions
584,-0.1533,"3871: the term ""matter of"" in various legal or formal contexts",6409:  references to subscription management and event handling in a programming context
585,-0.1533,10128: specific proper nouns and their variations,3602: references to binding actions or concepts in programming contexts
586,-0.1532,172:  instructions or methods related to technical processes,14651: elements related to chemical compounds and their structural components
587,0.1532,6025: document citations and references to academic sources,3598: instances of high impact or intense narratives
588,-0.1531,12333:  elements related to statistics and quantitative data,13158: mathematical equations and physical variables related to scientific concepts
589,0.1531,8127: specific terms and concepts related to complex systems and interactions,9808: medical professions and credentials
590,0.153,9295: terms related to programming exceptions and errors in software development,3009: pronouns and their contextual implications
591,-0.153,14003: elements related to mathematical notation and formal definitions in scientific contexts,490: phrases related to self-awareness and personal identity
592,0.1528,"2246: various instances of the word ""format"" and its variations in different contexts",879: conditional phrases and references to evidence or support
593,0.1528,5511: frequently occurring articles in a text,9808: medical professions and credentials
594,-0.1528,1986: terms related to professional roles and relationships,8623: content related to scientific publications and technical specifications
595,0.1528,"4036: various forms of the verb ""drive"" and its related expressions",13698:  mathematical or logical expressions and structures in the text
596,0.1527,"563: the context or formatting of sections in a document, particularly those marked with specific tags such as <bos>",3602: references to binding actions or concepts in programming contexts
597,-0.1527,7696: names of political figures and references to political events,5256:  HTML element identifiers and their attributes
598,0.1527,12508:  acknowledgments and contributions from authors in a scientific paper,9306:  phrases and terms related to legal and procedural contexts
599,0.1526,5492: references to digital marketing strategies and customer engagement,5670: phrases related to implications and consequences in scientific contexts
