,OV Circuit Value,Value Feature,Output Feature
291,-0.07385,"2141: contexts related to health, particularly issues surrounding mortality and medical conditions",12083: questions and responses related to logical operations and conditions
292,0.07355,4776: references to education and educational systems,3004:  elements related to testing and quizzes
293,-0.0735,4776: references to education and educational systems,4892:  coding-related terms related to file handling and exceptions in programming
294,0.0735,"7057:  control flow statements in programming code, particularly jumps and goto instructions",10187:  conjunctions and phrases indicating addition or connection
295,-0.0734,4093:  non-standard whitespace or formatting characters in text,11367: quantities or references to time and measurement
296,0.0734,3403: terms related to automobiles and their components,4384:  technical and programming-related keywords and structures
297,0.0733,11319: information or terms associated with mathematical or scientific models,9013: references to mutual relationships and interactions between individuals
298,-0.0733,13878: references to individuals and their roles or positions within an organizational or political context,4127: comments and code block delimiters in programming text
299,-0.07324,4776: references to education and educational systems,6810: technical terminology related to scientific processes and measurements
300,0.0731,4093:  non-standard whitespace or formatting characters in text,"10762:  various aspects related to names and references of individuals, particularly in academic or formal contexts"
301,-0.073,513: expressions of unfortunate circumstances or negative outcomes,8873:  sequences or structures in numerical or coded data
302,0.07294,3652:  nouns and key elements related to roles and responsibilities in a formal context,4330: descriptive phrases related to visual appearances and technical details
303,-0.07294,12169: terms related to medical therapies and their effects,4918: connections between genes and their regulatory sequences
304,0.07294,7748: code segments that involve object instantiation and assignments,8322: structured data types and mathematical function terminology
305,-0.07294,12298: scientific or academic terminology and references,4418:  mathematical operators and notation in formulas
306,0.0729,7950:  phrases related to technical specifications or characteristics,2575: mathematical symbols and expressions related to data structures or algorithms
307,0.0728,10804: phrases related to sports achievements and titles,6799: references to costs associated with health care and other contextual indicators
308,-0.07275,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",4772: words and phrases related to existential crises and emotional struggles
309,0.07275,"7838:  references to the word ""the"" in various contexts",4384:  technical and programming-related keywords and structures
310,-0.07275,8517:  numerical patterns or symbols related to lists or sequences,9494:  structured data or metadata indicators related to statistics and identifiers
311,-0.0726,5804: technical code and programming-related terms,13451: terms related to destruction and annihilation
312,0.0725,9276: conditional statements and error handling scenarios in programming code,"2074: references to algorithms, classifications, and methods involved in data processing and analysis"
313,-0.0724,1189: commands or instructions related to processing data or managing functions,"8784: phrases related to computational or programming contexts, especially those involving variables, conditions, or specifications"
314,0.0723,120: technical terms and references related to scientific and mathematical concepts,14501: technical and mathematical expressions
315,0.0723,7948: specific names and references related to medical terms and individuals involved in clinical contexts,8973: references to population characteristics and relationships between features in a dataset
316,0.07214,3467:  markers indicating the beginning of sections or important headings in the text,4772: words and phrases related to existential crises and emotional struggles
317,0.07214,8571:  the presence of temporal expressions indicating current relevance or urgency,"2074: references to algorithms, classifications, and methods involved in data processing and analysis"
318,-0.0721,"617: elements related to arts, culture, and human experiences",12083: questions and responses related to logical operations and conditions
319,0.072,11039:  statements and reports related to police activities and official communications,4805: phrases indicating observed phenomena related to biological responses and changes in the body
320,0.0719,9506: technical terms and concepts related to statistical models and distributions,4330: descriptive phrases related to visual appearances and technical details
321,0.0717,16093: words related to physical interactions and conflicts,8873:  sequences or structures in numerical or coded data
322,0.0716,"6994: terms related to legal and medical contexts, particularly focusing on patient demographics and conditions",4330: descriptive phrases related to visual appearances and technical details
323,0.0714,9687: language related to injustices and societal issues,4384:  technical and programming-related keywords and structures
324,0.0714,10028: various genres and elements of music,"11052: the relationship between materials and their applications, particularly in scientific and engineering contexts"
325,0.07135,1519:  references to statistical methods and methodologies in research,1874: references to medical conditions and associated terms related to implants and various health issues
326,-0.07135,11087: specific structural elements or commands in programming and mathematical contexts,"9171:  special characters, symbols, or formatting often used in written content"
327,-0.07135,14736: scientific terms and measurements related to study results,"15637: repeated references to the pronoun ""it."""
328,-0.0713,4092: references to educational backgrounds and achievements,2575: mathematical symbols and expressions related to data structures or algorithms
329,-0.0713,7748: code segments that involve object instantiation and assignments,4384:  technical and programming-related keywords and structures
330,0.07117,10780: elements related to HTML and JavaScript structures,14773: connections to themes of injustice and societal issues
331,-0.0711,7950:  phrases related to technical specifications or characteristics,9262: segments related to the initiation of a new topic or discourse
332,-0.071,4345:  legal terminology and case references,12044:  instances of plate-related phrases and discussions around culinary experiences
333,0.071,"11812:  references to ""band"" in various contexts or forms, indicating different meanings or usages of the term",4330: descriptive phrases related to visual appearances and technical details
334,0.07086,8239:  numerical data and references to amounts or values,9340:  references to categories and identifiers related to film genres
335,0.07074,"12321: proper nouns, specifically names of people",10964: mathematical terms and symbols
336,-0.0707,12744: phrases concerning gender equality and women's rights in the workplace,6983: terms related to software and publishing identifiers
337,0.0707,513: expressions of unfortunate circumstances or negative outcomes,7193: terms and concepts related to sunlight exposure and its effects on health and visibility
338,0.07056,13436: terms related to data structures and configurations in programming,13796:  phrases related to ecological and environmental interactions
339,0.0705,11304: references to candidates and selection processes,1874: references to medical conditions and associated terms related to implants and various health issues
340,-0.07043,6293: elements related to mold removal and cleaning,"10695:  occurrences of the verb ""are"" and its variations in different contexts"
341,0.07025,11087: specific structural elements or commands in programming and mathematical contexts,9356:  aspects related to statistical or mathematical relationships
342,0.0701,9687: language related to injustices and societal issues,5723: structured programming language syntax elements and definitions
343,-0.0701,"12321: proper nouns, specifically names of people",14393:  strings that indicate formatting or structured data outputs
344,0.07,3385: concepts related to childhood play and imagination,13174: terms related to enzymes and metabolic processes
345,0.07,638:  copyright-related terms and references,4330: descriptive phrases related to visual appearances and technical details
346,0.06995,"5945:  numerical parameters or attributes, particularly those related to maximum and minimum values",4418:  mathematical operators and notation in formulas
347,0.06995,14689:  numerical values and phone numbers,"1667: technical terms and mathematical expressions related to processes, particularly in a scientific or analytical context"
348,0.0699,6749: references to influential leaders and their historical actions,4772: words and phrases related to existential crises and emotional struggles
349,0.0698,8722: concepts related to health issues and their consequences,13035:  feedback on service quality and customer satisfaction
350,0.0698,81: references to regular expressions and their components in programming contexts,8322: structured data types and mathematical function terminology
351,0.06976,7852: references to people in various professional roles and their relationships,7819:  symbols and formatting commonly used in mathematical expressions
352,0.06976,1496: references to episode numbers in various contexts,"14232: references to social roles and expectations, particularly regarding gender and authority"
353,-0.06964,4384:  phrases related to customer service and assistance,4836:  mathematical symbols and operators
354,0.06964,9506: technical terms and concepts related to statistical models and distributions,10187:  conjunctions and phrases indicating addition or connection
355,0.0696,10204: terms related to legal agreements and transactions,5050: references to computers and computing technology
356,0.0696,4092: references to educational backgrounds and achievements,9262: segments related to the initiation of a new topic or discourse
357,-0.0696,4584: phrases related to statistical measurements and observed data frequencies,6485:  technical terms and references related to system components and configurations
358,-0.0695,10922: specific references to geographic locations and local governance,14393:  strings that indicate formatting or structured data outputs
359,0.06946,4584: phrases related to statistical measurements and observed data frequencies,9316: elements related to food markets and dining options
360,0.0694,5166:  patterns of indentation or formatting in text,"7120: numeric values, measurements, and scientific data"
361,0.06934,10922: specific references to geographic locations and local governance,10964: mathematical terms and symbols
362,0.06934,1174:  language related to judicial or legal proceedings,12620: references to judicious considerations and the implications of legal determinations
363,-0.06934,9687: language related to injustices and societal issues,8322: structured data types and mathematical function terminology
364,0.06934,2363: instances of large numerical values or statistical data sets,4805: phrases indicating observed phenomena related to biological responses and changes in the body
365,0.0693,1594: quantities and values related to time and costs,10964: mathematical terms and symbols
366,0.0693,"8252:  mentions of the ""mi"" RNA family",9216: terms related to various factors influencing health conditions and medical guidelines
367,-0.0693,4458: elements related to mathematical functions and operations,6799: references to costs associated with health care and other contextual indicators
368,0.0692,8065: references to different types of forest ecosystems,"15879: text related to specific goals, projects, and measurable objectives in healthcare or community health initiatives"
369,0.0692,11087: specific structural elements or commands in programming and mathematical contexts,9121: document structures or formatting elements
370,-0.0691,16093: words related to physical interactions and conflicts,7193: terms and concepts related to sunlight exposure and its effects on health and visibility
371,-0.06903,2411: technical terms related to chemistry and materials science,4079:  instances of numerical data and coding syntax
372,0.069,2003: elements related to programming constructs and data structures,5013:  formatting elements and structuring delimiters in text
373,0.069,13938: repeated phrases or patterns in structure and format,9340:  references to categories and identifiers related to film genres
374,0.0689,8507:  programming-related syntax and code structures,8857: conditional statements and comparisons in code
375,-0.0689,10780: elements related to HTML and JavaScript structures,14660: technical terms related to computing and data structures
376,-0.06885,8239:  numerical data and references to amounts or values,8973: references to population characteristics and relationships between features in a dataset
377,-0.06885,1594: quantities and values related to time and costs,14393:  strings that indicate formatting or structured data outputs
378,0.0688,9687: language related to injustices and societal issues,12620: references to judicious considerations and the implications of legal determinations
379,0.0687,"788:  words related to the brand ""supra shoes.""",13035:  feedback on service quality and customer satisfaction
380,0.0687,8065: references to different types of forest ecosystems,9013: references to mutual relationships and interactions between individuals
381,-0.0687,3594: references to specific medical procedures and conditions,5723: structured programming language syntax elements and definitions
382,0.06866,13411: emotional connections and reactions related to individual experiences and societal issues,4918: connections between genes and their regulatory sequences
383,0.0686,5966:  method and property annotations in code,4330: descriptive phrases related to visual appearances and technical details
384,0.0686,"14950: logical conditions related to boolean values, specifically life cycle events in programming",1874: references to medical conditions and associated terms related to implants and various health issues
385,0.06854,6599:  sections of text that contain scientific or technical jargon related to genetics or molecular biology,"10695:  occurrences of the verb ""are"" and its variations in different contexts"
386,0.06854,1665: conjunctions and transitions in narrative contexts,9340:  references to categories and identifiers related to film genres
387,0.06854,14717:  code-related syntactical elements indicating assignments and error handling,1558: statements about deception and dishonesty
388,0.0685,5005: references to various aspects of the market,9340:  references to categories and identifiers related to film genres
389,0.0685,1519:  references to statistical methods and methodologies in research,12227:  entities and key concepts related to social and generational dynamics
390,0.06836,6879: technical terms and concepts related to scientific methods and measurements,13302:  code annotations and documentation comments
391,0.06836,6005: phrases related to societal criticisms and discussions about historical injustices,10480: 
392,-0.06836,2516: elements related to programming and data structures,10964: mathematical terms and symbols
393,-0.0683,2670: terms related to quantification and statistical analysis in research,5723: structured programming language syntax elements and definitions
394,0.06824,2516: elements related to programming and data structures,14393:  strings that indicate formatting or structured data outputs
395,0.06824,14689:  numerical values and phone numbers,14501: technical and mathematical expressions
396,0.06824,9286: terms related to specific characteristics and classifications in various contexts,6998: phrases and terms related to measurement and comparison
397,0.0682,4510: symbols or special characters often used in technical or mathematical contexts,6983: terms related to software and publishing identifiers
398,0.06805,13065: elements related to encoding and document processing in programming contexts,4855: structured data related to academic or technical licensing and regulatory language
399,0.06805,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",4855: structured data related to academic or technical licensing and regulatory language
400,-0.068,"6602: sentences that emphasize the subject ""it"" in various contexts",11842:  references to personal experiences and skills
401,-0.06793,8722: concepts related to health issues and their consequences,13949:  percentage values in text
402,0.0678,6541: scientific concepts related to genetic populations and reproduction,9255: mentions of jobs and employment-related topics
403,-0.0678,"788:  words related to the brand ""supra shoes.""",13949:  percentage values in text
404,0.0678,"617: elements related to arts, culture, and human experiences","8784: phrases related to computational or programming contexts, especially those involving variables, conditions, or specifications"
405,0.0676,"5394: instances of the verb ""be"" in various contexts",10187:  conjunctions and phrases indicating addition or connection
406,-0.0676,6495: phrases related to user permissions and access rights,1745: mentions of family relationships and heirships in obituaries
407,0.0676,3094: references to cooking and culinary activities,13966: elements related to user interaction in a web application
408,0.06757,11074:  references to date and time functions in programming,3665: words or phrases indicating doubt or uncertainty
409,0.06757,15436: terms related to pregnancy and maternal health,5253: blocks of code representing logical structures or programming syntax
410,0.0675,14071: punctuation marks and numerical values in the text,8423:  components related to inventions and technical designs
411,0.0675,"10060: time-related phrases and concepts, particularly those indicating duration and historical context",15841:  discourse markers and indicators of structure in text
412,0.06744,9194: tokens and symbols used in programming and mathematical expressions,6251:  instances of exclusion related to criteria and death
413,-0.06744,6327: statements that indicate a modification or adjustment in a process or argument,10480: 
414,0.06726,6879: technical terms and concepts related to scientific methods and measurements,15676: mathematical concepts and terms related to linear algebra and matrices
415,-0.0672,13938: repeated phrases or patterns in structure and format,8973: references to population characteristics and relationships between features in a dataset
416,0.06714,"11812:  references to ""band"" in various contexts or forms, indicating different meanings or usages of the term",10187:  conjunctions and phrases indicating addition or connection
417,0.0671,11087: specific structural elements or commands in programming and mathematical contexts,7997:  references to daily routines and activities
418,-0.0671,"237: the name ""John"" in various contexts",5013:  formatting elements and structuring delimiters in text
419,0.067,3005: references to academic articles and their corresponding digital object identifiers (DOIs),4625: programming constructs related to data handling and manipulation in code
420,0.0669,3897: phrases relating to groups of individuals and their characteristics,6983: terms related to software and publishing identifiers
421,-0.0669,"12212: words and phrases related to the experience and appreciation of taste, particularly in food and drink contexts",6251:  instances of exclusion related to criteria and death
422,-0.0669,14689:  numerical values and phone numbers,15676: mathematical concepts and terms related to linear algebra and matrices
423,-0.0669,1665: conjunctions and transitions in narrative contexts,8973: references to population characteristics and relationships between features in a dataset
424,0.06683,1013:  numerical values and references to sections or paragraphs in legal documents,9013: references to mutual relationships and interactions between individuals
425,-0.0668,7017:  technical and programming-related terminology,6145: references to museums and cultural exhibitions
426,0.0668,14947: references to specific combat sports events or match details,592: keywords related to pharmacological compounds and their effects
427,0.0667,12169: terms related to medical therapies and their effects,5013:  formatting elements and structuring delimiters in text
428,0.06665,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties",4892:  coding-related terms related to file handling and exceptions in programming
429,0.06665,15449:  patterns and structures involving numerical data or statistics,2051: references to treatment goals and methods for substance use disorders
430,-0.0666,11087: specific structural elements or commands in programming and mathematical contexts,219: terms related to the Olympics and associated events
431,-0.0666,11087: specific structural elements or commands in programming and mathematical contexts,6826: numerical terms and mathematical expressions
432,-0.0665,2403: phrases related to feedback and responses to review comments in academic manuscripts,12620: references to judicious considerations and the implications of legal determinations
433,-0.06647,11087: specific structural elements or commands in programming and mathematical contexts,"14596: elements related to data management and processing, particularly in the context of transitions and transformations"
434,0.06647,6168: code structures and conditional statements,4127: comments and code block delimiters in programming text
435,-0.06647,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties",3004:  elements related to testing and quizzes
436,0.0664,14111: instances of statistical data about populations or samples in academic studies,8265: references to personal experiences and individual insights in clinical or observational contexts
437,0.0664,"7057:  control flow statements in programming code, particularly jumps and goto instructions",4330: descriptive phrases related to visual appearances and technical details
438,-0.0664,6291:  punctuation marks and sentence termination,8524:  code-related function definitions and their parameters
439,0.06635,14300:  phrases related to legal and bureaucratic processes,3004:  elements related to testing and quizzes
440,-0.0663,6005: phrases related to societal criticisms and discussions about historical injustices,6810: technical terminology related to scientific processes and measurements
441,0.06616,5832:  mathematical notation and expressions related to calculus or algebra,9340:  references to categories and identifiers related to film genres
442,0.06616,"6602: sentences that emphasize the subject ""it"" in various contexts","9420: references to sexual abuse and its impact, especially related to victims and allegations"
443,0.06616,11739: references to corporate and medical terminology,"14232: references to social roles and expectations, particularly regarding gender and authority"
444,0.06616,6221: conditional statements and control flow elements in programming code,7346:  code related to reading and processing JSON data
445,-0.0661,14947: references to specific combat sports events or match details,2282: discussions of omissions or missing information in agreements or legal contexts
446,0.0661,14071: punctuation marks and numerical values in the text,"2074: references to algorithms, classifications, and methods involved in data processing and analysis"
447,-0.06604,14300:  phrases related to legal and bureaucratic processes,4892:  coding-related terms related to file handling and exceptions in programming
448,0.06604,10091: data pertaining to user behavior and tracking in various contexts,10187:  conjunctions and phrases indicating addition or connection
449,0.06604,13828: instances of the pronoun 'you',10187:  conjunctions and phrases indicating addition or connection
450,0.066,6327: statements that indicate a modification or adjustment in a process or argument,6810: technical terminology related to scientific processes and measurements
451,0.066,11039:  statements and reports related to police activities and official communications,5253: blocks of code representing logical structures or programming syntax
452,-0.066,16221: geographical and regional identifiers,13035:  feedback on service quality and customer satisfaction
453,-0.0659,4584: phrases related to statistical measurements and observed data frequencies,9216: terms related to various factors influencing health conditions and medical guidelines
454,0.0659,14384: technical terms and symbols related to complex systems or processes,8423:  components related to inventions and technical designs
455,0.0659,2894:  biomedical terms related to blood and immune system functions,8857: conditional statements and comparisons in code
456,0.06586,11087: specific structural elements or commands in programming and mathematical contexts,"9076: instances of the number ""1"""
457,-0.0658,3972:  various numerical values and their representations in the text,5513: references to reviews and feedback processes
458,0.0658,11087: specific structural elements or commands in programming and mathematical contexts,9376:  mathematical symbols and notation
459,0.0657,11087: specific structural elements or commands in programming and mathematical contexts,15319: terms related to health conditions and their statistical measurements
460,-0.0657,"1630: special characters, whitespace, or formatting elements often used in coding or data representation",14393:  strings that indicate formatting or structured data outputs
461,0.0657,"1630: special characters, whitespace, or formatting elements often used in coding or data representation",10964: mathematical terms and symbols
462,0.0657,12169: terms related to medical therapies and their effects,5535:  blocks of code or programming syntax
463,0.0656,7748: code segments that involve object instantiation and assignments,9255: mentions of jobs and employment-related topics
464,0.06555,3961:  portions of code related to proxy handling and environment variable checks,4418:  mathematical operators and notation in formulas
465,0.06555,3897: phrases relating to groups of individuals and their characteristics,15582:  technical terms and metrics related to performance and efficiency
466,-0.06555,8393: references to stock market activities and public offerings related to companies,"9171:  special characters, symbols, or formatting often used in written content"
467,0.0654,"12330: references to political and social movements, particularly those marked by resistance or counter-revolutionary sentiments",9340:  references to categories and identifiers related to film genres
468,0.0654,2670: terms related to quantification and statistical analysis in research,9392: references to population management and conservation issues related to wildlife
469,-0.0653,4130:  technical terms related to networking or computer protocols,13035:  feedback on service quality and customer satisfaction
470,0.06525,16221: geographical and regional identifiers,13949:  percentage values in text
471,0.06525,4093:  non-standard whitespace or formatting characters in text,1558: statements about deception and dishonesty
472,0.0652,"5775: references to media, events, and entities involved in entertainment and culture",4384:  technical and programming-related keywords and structures
473,0.0652,2745: terms and phrases related to meta-analyses and their components,8857: conditional statements and comparisons in code
474,0.0651,9663: emotionally charged phrases relating to crowds and audience reactions,3069: symbols or identifiers related to mathematical or programming contexts
475,0.0651,3897: phrases relating to groups of individuals and their characteristics,"9171:  special characters, symbols, or formatting often used in written content"
476,0.0651,"6994: terms related to legal and medical contexts, particularly focusing on patient demographics and conditions",10187:  conjunctions and phrases indicating addition or connection
477,0.065,11087: specific structural elements or commands in programming and mathematical contexts,2337:  comparative language and indicators of difference
478,-0.065,11716: references to various types of data structures and their attributes in programming contexts,13796:  phrases related to ecological and environmental interactions
479,0.065,4701: references to mathematical or scientific elements and principles,12083: questions and responses related to logical operations and conditions
480,0.065,11304: references to candidates and selection processes,8052: percentages and statistical data related to studies or surveys
481,0.06494,11818: locations and movements within physical spaces,"7479: elements related to formatting or structure, such as citations or references in academic writing"
482,0.06494,5053: elements related to regulatory approvals and disease treatment information,4892:  coding-related terms related to file handling and exceptions in programming
483,0.0649,"5394: instances of the verb ""be"" in various contexts",4330: descriptive phrases related to visual appearances and technical details
484,0.0648,9569: default case statements in code logic,6692: phrases indicating connections between significant political figures and historical events
485,0.0648,7017:  technical and programming-related terminology,5264:  keywords related to legal and corporate governance concepts
486,0.0647,10261: legal terminology related to obligations and responsibilities,4330: descriptive phrases related to visual appearances and technical details
487,-0.0646,81: references to regular expressions and their components in programming contexts,"7120: numeric values, measurements, and scientific data"
488,0.0646,4130:  technical terms related to networking or computer protocols,13949:  percentage values in text
489,-0.06445,5005: references to various aspects of the market,8973: references to population characteristics and relationships between features in a dataset
490,-0.06445,11087: specific structural elements or commands in programming and mathematical contexts,10905:  elements or attributes related to resource links or allocations in the text
491,-0.0644,611: words related to comments and their statuses,1635:  textual elements indicating references or citations within academic or formal writing
492,0.06433,15370: terms related to evaluation or judgment of quality and effectiveness,11911: terms related to historical figures and locations
493,0.06433,"10060: time-related phrases and concepts, particularly those indicating duration and historical context",8857: conditional statements and comparisons in code
494,-0.06433,9569: default case statements in code logic,8885:  programming concepts related to system checks and configurations
495,0.0643,2291: technical or mathematical symbols and terms,10480: 
496,0.0643,2356: references to educational institutions and their activities,"7120: numeric values, measurements, and scientific data"
497,0.0643,"4043: references to data, experiments, and processes in scientific contexts","15663: numerical and statistical terms related to dimensions, degrees, and parameters within a formal framework"
498,0.0642,11087: specific structural elements or commands in programming and mathematical contexts,13946:  markers indicating the start of a new document or section
499,-0.0642,"12330: references to political and social movements, particularly those marked by resistance or counter-revolutionary sentiments",8973: references to population characteristics and relationships between features in a dataset
500,0.0641,6100:  temporal references or time indicators in the text,11251: terms related to continuity and mathematical proofs
501,-0.06396,14656:  references to HTML and JavaScript coding elements,592: keywords related to pharmacological compounds and their effects
502,-0.06396,11087: specific structural elements or commands in programming and mathematical contexts,1444: elements of code related to user interface components and styling
503,0.0639,9184:  instances of commas and punctuation that lead into statements or clauses,9609: legal terminologies and conditions related to court proceedings and case updates
504,-0.0638,10430: situations related to being trapped or stuck,12083: questions and responses related to logical operations and conditions
505,0.0638,2745: terms and phrases related to meta-analyses and their components,15841:  discourse markers and indicators of structure in text
506,0.0638,11087: specific structural elements or commands in programming and mathematical contexts,4368: individual characters or small sequences in a data structure or code segment
507,-0.0637,11087: specific structural elements or commands in programming and mathematical contexts,15543:  phrases indicating legal liability or responsibility
508,0.06366,14656:  references to HTML and JavaScript coding elements,2282: discussions of omissions or missing information in agreements or legal contexts
509,-0.06366,"13206: structured data and programming constructs related to data processing and management, particularly in a coding or software development context",8322: structured data types and mathematical function terminology
510,0.0636,6041: code-related keywords and structures in programming contexts,"16076:  references to medical conditions and treatments, particularly related to diseases and therapies"
511,0.0636,2142: expressions of appreciation and requests for feedback,15957: tags related to structured data operations and activities
512,0.0636,12530: technical language and formatting related to mathematical notation,4079:  instances of numerical data and coding syntax
513,0.0636,3972:  various numerical values and their representations in the text,13451: terms related to destruction and annihilation
514,0.06354,5005: references to various aspects of the market,6692: phrases indicating connections between significant political figures and historical events
515,0.06354,2411: technical terms related to chemistry and materials science,15957: tags related to structured data operations and activities
516,-0.06354,6495: phrases related to user permissions and access rights,11911: terms related to historical figures and locations
517,-0.0635,11087: specific structural elements or commands in programming and mathematical contexts,1546: references to biological and environmental science topics
518,0.0635,6339: references to Jesus Christ's death and its significance in relation to salvation,4384:  technical and programming-related keywords and structures
519,0.0634,13878: references to individuals and their roles or positions within an organizational or political context,10856: discussions about government and financial governance
520,0.06335,12238: elements related to technical specifications and measurements,"2074: references to algorithms, classifications, and methods involved in data processing and analysis"
521,-0.0633,5005: references to various aspects of the market,8885:  programming concepts related to system checks and configurations
522,0.06323,8517:  numerical patterns or symbols related to lists or sequences,10964: mathematical terms and symbols
523,0.06323,9506: technical terms and concepts related to statistical models and distributions,1874: references to medical conditions and associated terms related to implants and various health issues
524,0.0632,2653: terms related to iron and its biological significance,4384:  technical and programming-related keywords and structures
525,-0.0632,2291: technical or mathematical symbols and terms,6810: technical terminology related to scientific processes and measurements
526,0.0632,822: risk factors associated with various health conditions and populations,4330: descriptive phrases related to visual appearances and technical details
527,-0.0631,11087: specific structural elements or commands in programming and mathematical contexts,15537:  markers that indicate the beginning or end of a document
528,-0.0631,15946: names or titles associated with individuals in organizational contexts,3744:  technical terms and annotations related to programming and software development
529,-0.06305,5832:  mathematical notation and expressions related to calculus or algebra,8973: references to population characteristics and relationships between features in a dataset
530,-0.06305,13131:  technical terms related to biology and medicine,10964: mathematical terms and symbols
531,0.06305,11703: content related to complex relationships and classifications,10187:  conjunctions and phrases indicating addition or connection
532,0.063,6642: references to experimental conditions and biological studies,15841:  discourse markers and indicators of structure in text
533,0.063,10804: phrases related to sports achievements and titles,5050: references to computers and computing technology
534,0.06287,12331:  specific identifiers or markers associated with biological entities or processes,10964: mathematical terms and symbols
535,0.06287,13131:  technical terms related to biology and medicine,14393:  strings that indicate formatting or structured data outputs
536,-0.0628,3897: phrases relating to groups of individuals and their characteristics,13053: terms related to medical conditions and diagnoses
537,0.06274,11075: elements related to navigation bars and menu structures in HTML and CSS,8052: percentages and statistical data related to studies or surveys
538,0.06274,14860:  punctuation marks and sentence endings,9013: references to mutual relationships and interactions between individuals
539,0.06274,391: elements related to advanced scientific concepts and terminology,"2074: references to algorithms, classifications, and methods involved in data processing and analysis"
540,-0.0626,9184:  instances of commas and punctuation that lead into statements or clauses,14677: terms related to historical events and their socio-economic implications
541,0.0626,"6602: sentences that emphasize the subject ""it"" in various contexts","16076:  references to medical conditions and treatments, particularly related to diseases and therapies"
542,0.0626,12701: names of individuals and their titles or professions,9609: legal terminologies and conditions related to court proceedings and case updates
543,-0.0626,7185: measurement units related to length and volume,"8784: phrases related to computational or programming contexts, especially those involving variables, conditions, or specifications"
544,0.06256,11243:  punctuation marks and other non-word tokens,"14596: elements related to data management and processing, particularly in the context of transitions and transformations"
545,0.06256,5279: questions and expressions of confusion or disbelief regarding situations and people's actions,5529: topics related to statistical analysis and validity in research studies
546,0.0625,629: words and phrases related to various types of organizations and their designations,9013: references to mutual relationships and interactions between individuals
547,-0.0625,8517:  numerical patterns or symbols related to lists or sequences,14393:  strings that indicate formatting or structured data outputs
548,-0.0625,12331:  specific identifiers or markers associated with biological entities or processes,14393:  strings that indicate formatting or structured data outputs
549,-0.06247,11087: specific structural elements or commands in programming and mathematical contexts,9255: mentions of jobs and employment-related topics
550,-0.06244,2761: references to scripting languages and associated code,10480: 
551,0.06244,2142: expressions of appreciation and requests for feedback,13302:  code annotations and documentation comments
552,0.06238,4218:  phrases and concepts related to planning and decision-making,1874: references to medical conditions and associated terms related to implants and various health issues
553,-0.06238,11087: specific structural elements or commands in programming and mathematical contexts,1496: instances of corruption or bribery
554,0.06235,2035:  specific numeric or coded identifiers within technical contexts,3744:  technical terms and annotations related to programming and software development
555,0.06232,"2141: contexts related to health, particularly issues surrounding mortality and medical conditions","8784: phrases related to computational or programming contexts, especially those involving variables, conditions, or specifications"
556,0.06223,9474: key phrases and terms related to medical terminology and conditions,"7120: numeric values, measurements, and scientific data"
557,-0.0622,11087: specific structural elements or commands in programming and mathematical contexts,6892: HTML tags and attributes related to user interface elements
558,-0.0622,2411: technical terms related to chemistry and materials science,5013:  formatting elements and structuring delimiters in text
559,0.06216,7919:  code-related terms and concepts,"12918:  buttons, button-related actions, and user interface elements related to calculations or submissions"
560,0.06216,10261: legal terminology related to obligations and responsibilities,5529: topics related to statistical analysis and validity in research studies
561,0.06213,8192:  instances and types of data structures or data types,6799: references to costs associated with health care and other contextual indicators
562,0.06207,894: information related to individual careers and timelines,"7479: elements related to formatting or structure, such as citations or references in academic writing"
563,0.062,2761: references to scripting languages and associated code,6810: technical terminology related to scientific processes and measurements
564,0.06195,3313: elements related to scientific publications and citations,10794:  references to specific attributes or benefits related to products and services
565,-0.0619,14516: elements related to mathematical or programming structures and syntax,"7479: elements related to formatting or structure, such as citations or references in academic writing"
566,0.0619,11433: HTML tags and Java method calls in programming contexts,6799: references to costs associated with health care and other contextual indicators
567,-0.06186,8517:  numerical patterns or symbols related to lists or sequences,8973: references to population characteristics and relationships between features in a dataset
568,0.06186,11087: specific structural elements or commands in programming and mathematical contexts,7306:  references to authoritative sources and citations in discussions or arguments
569,0.06186,9035: direct quotations and dialogue in text,"9171:  special characters, symbols, or formatting often used in written content"
570,0.06183,8517:  numerical patterns or symbols related to lists or sequences,9340:  references to categories and identifiers related to film genres
571,0.06177,12760: specific medical conditions and treatment-related terms,"12918:  buttons, button-related actions, and user interface elements related to calculations or submissions"
572,0.06174,3658:  technical terms and concepts related to data processing and algorithms,4330: descriptive phrases related to visual appearances and technical details
573,-0.06174,2142: expressions of appreciation and requests for feedback,5013:  formatting elements and structuring delimiters in text
574,0.0617,16340: elements related to user preferences or session management,5079:  occurrences of notable or significant events or situations
575,-0.06165,5053: elements related to regulatory approvals and disease treatment information,3004:  elements related to testing and quizzes
576,0.0616,"237: the name ""John"" in various contexts",13302:  code annotations and documentation comments
577,0.0616,2948:  scientific experimental design elements related to study groups and treatments,1874: references to medical conditions and associated terms related to implants and various health issues
578,-0.0616,3250: structured information related to medical standards and practices,9013: references to mutual relationships and interactions between individuals
579,-0.06152,"6090: references to ""wild"" in relation to animals or nature",4625: programming constructs related to data handling and manipulation in code
