,OV Circuit Value,Value Feature,Output Feature
295,-0.0917,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",12459: phrases and terms related to common techniques and standards in various fields
296,0.0916,"12248: names of people, places, and organizations related to the entertainment and sports sectors",12989: data types and type declarations in programming code
297,0.0915,8437: data references and statistics related to biological experiments,13260:  elements associated with input fields and forms
298,0.0915,13171: code elements related to method overrides in programming,2073:  numerical data and statistics related to measurements
299,0.09143,2743: discussions related to slavery and exploitative economic systems,1703: negative numeric values related to scores or statistics
300,0.0914,1465: names and familial relationships of individuals,3111: references to family relationships and dynamics
301,-0.0913,"15287:  instances of the verb ""is"" in various forms and contexts",2085: assertive statements and qualifiers in discourse
302,-0.09125,8437: data references and statistics related to biological experiments,12800: specific references to successful authors and their works
303,0.09125,4778: document sections that contain punctuation marks and specific formatting elements,4456: numerical data and metrics related to measurement
304,0.0911,2129: bracketed expressions and programming syntax,16203: 
305,0.0911,12883: terms related to scientific and medical terminology,14229: positions and roles of athletes in various sports
306,0.0911,10719: content that contains visual or graphical elements,3221: phrases related to requests for information or materials
307,-0.09094,8267:  classifications of employment status and related legal terms,7534:  statistical terms and results commonly found in scientific research studies
308,0.0909,7246: numerical totals and counts related to various subjects,2222: numerical data and statistics related to populations and distributions
309,0.0908,"11957: Java access modifiers, specifically ""public"" and ""protected""",12947:  expressions related to session management and data handling in programming
310,0.0908,2260: terms related to legal discussions and forums,13679:  occurrences of specific phrases or references that indicate procedural documentation
311,0.0907,13654:  elements related to programming functions and methods,6433: elements related to UI components and data handling in programming
312,0.0907,15114: elements related to database configuration and connection settings,3873: structured legal text indicating court cases and administrative procedures
313,-0.0907,11808: terms and phrases related to environmental conditions and elements affecting habitats or structures,8264: terms related to electronic properties and material characteristics
314,-0.09064,6643: phrases related to sports statistics and performances,7269: references to anniversaries and significant celebrations
315,0.09064,14947: references to specific combat sports events or match details,15083: terms associated with the color gray and related concepts
316,0.0906,12298: scientific or academic terminology and references,7539:  references to specific variables and mathematical expressions
317,0.0905,1473: technical terms and data structures related to programming and coding contexts,8762: phrases that imply a role or function
318,0.0905,466: terms related to fees and charges,6299:  numerical data related to population statistics and class sizes
319,0.09045,5755:  references to controversial political figures and their actions,"5297: music-related performances and events, particularly those involving various artists and their songs"
320,0.0904,3189: information related to social or political movements for equality and social justice,569: technical terms and concepts related to technology development and calculations involving UV and blue light detection
321,0.09033,5028:  phrases related to the relationships and characteristics of components within scientific contexts,5932:  concepts related to long-term outcomes and investments
322,-0.0903,6178: quantitative references related to datasets and statistical features,13679:  occurrences of specific phrases or references that indicate procedural documentation
323,0.0902,11987: references to various forms of monitoring and assessment processes in clinical or experimental settings,12381:  elements related to technical terminology
324,0.0902,15348: references to angles and their measurements,14563:  references to programming or query language constructs
325,0.0902,158:  code comments and formatting directives,5108: elements related to authority and decision-making
326,0.09015,"15287:  instances of the verb ""is"" in various forms and contexts",10216: contrastive conjunctions and their usage in complex sentence structures
327,0.0901,625: references to antagonistic characters and their actions,13471: quantities and fluctuations related to stock prices and valuations
328,-0.09,7221: legal terminology and references,11391: terminology related to chemical bonding and molecular structures
329,-0.08997,7786: punctuation marks that indicate emphasis or separation,8762: phrases that imply a role or function
330,-0.08997,9681: historical references related to laws and legal cases,13260:  elements associated with input fields and forms
331,0.0899,11281: expressions of disappointment and sadness,9561: the beginning of sentences or paragraphs
332,-0.08984,7344:  relationships between keywords and their attributes,14770: co-occurring conjunctions and their usage in lists or comparisons
333,0.08984,15269: technical terms and definitions related to programming constructs or data structures,12877: references to psychological or emotional states and their implications
334,0.0897,1286: syntax and function calls related to error handling in code,4370: special formatting characters or symbols
335,0.0897,14456: terms and phrases associated with mental health issues and conditions,8669: references to data modeling and algorithm development
336,0.08966,1431: terms related to theatre and cinematic performances,7982:  instances of defined functions or commands in programming contexts
337,0.08966,9681: historical references related to laws and legal cases,12800: specific references to successful authors and their works
338,-0.0896,2621: terms related to astrocyte biology and their role in lipid metabolism,14864: relationships between elements or components
339,0.0896,12934: articles and announcements related to news and publications,1744:  phrases related to instructions and steps for operation or setup
340,0.0896,10246:  references to transportation methods and systems,10580: legal terms and phrases related to liability and negligence
341,0.0894,1903: expressions of intention or future actions,2085: assertive statements and qualifiers in discourse
342,0.0894,11940: suggestive language regarding interpretations and conclusions in scientific contexts,"11477: terms associated with medical imaging techniques, particularly focusing on their capabilities and effectiveness"
343,-0.0894,14656:  references to HTML and JavaScript coding elements,15083: terms associated with the color gray and related concepts
344,0.0894,3495:  sentences or phrases with notable numerical or statistical information,7275: specific terms and phrases related to photosensitive materials and their applications in various contexts
345,0.08936,6201:  technical terminology and function definitions in a programming or mathematical context,6056: function definitions and parameters in code
346,0.08936,6643: phrases related to sports statistics and performances,10612: technical terms and processes in scientific or mathematical contexts
347,0.0893,11383: specific entities and terms related to news articles and scientific contexts,5932:  concepts related to long-term outcomes and investments
348,0.08923,11281: expressions of disappointment and sadness,3799: concepts related to rituals and offerings in spiritual or religious contexts
349,0.08923,7077:  code assignments or definitions in programming syntax,"1778: text that discusses communication and discourse, particularly in relation to therapy, documentation, and legal contexts"
350,0.0892,8205: references to authorship or sources of works,12768: specific place names and local geography
351,0.0892,5608: references to dogs and their activities,12210:  structural elements and syntax in programming or markup languages
352,0.0892,9961:  code structure and object references within programming contexts,2788: descriptive adjectives conveying feelings and opinions about experiences
353,0.0891,11633: elements related to code structure and organization in programming,15275: terms related to comparisons and evaluations of technology or products
354,0.0891,4805: references to data and its management,11229:  punctuation marks and special characters in the text
355,-0.089,13065: elements related to encoding and document processing in programming contexts,13282: references to specific legal rules or articles
356,0.0889,8846: terms related to affordability and value for money,6472: mathematical expressions and terms related to equations and fluid dynamics
357,0.0888,2833: legal terminology and concepts related to court proceedings and judgments,1550: expressions of potential and capabilities in various contexts
358,-0.0888,2158: dialogue or statements involving respect and interpersonal interactions,"14827:  numerical data, particularly in structured formats or sequences"
359,0.0888,3763: functions related to reshaping multidimensional arrays in programming,6113:  references to economic and labor conditions influenced by external factors
360,0.0887,12586: terms related to racial identity and mixed heritage,5489: contexts involving relationships and significant events in people's lives
361,0.0886,12011:  sequences of numerical data or statistics,6813:  terms related to democracy and social change
362,0.08856,8931:  restaurant reviews that mention food quality and dining experiences,2732: terms related to education and various forms of assessment or integration of systems
363,0.08856,"2491:  occurrences of the word ""function"" and its variants in coding contexts",331: mathematical equations and expressions
364,0.08856,3146: names and contact information related to individuals and organizations,7381: information about legal or procedural matters related to trials and studies
365,0.08856,6560: quantitative data or metrics related to experimental procedures,6015: discussions related to canine health issues
366,0.0885,"2109:  references to ""containers"" in a computing or programming context",12148: mathematical principles and theorems related to duality and inequalities
367,0.0884,16377: ,9825: phrases that relate to medical or governmental contexts
368,0.0883,11432: specific formatting elements and characters in code snippets,7534:  statistical terms and results commonly found in scientific research studies
369,0.0883,13889: technical terms related to scientific processes and methods,4456: numerical data and metrics related to measurement
370,-0.08826,11633: elements related to code structure and organization in programming,15297: numerical values and mathematical signs
371,-0.08826,10547: statements and discussions regarding accusations or allegations,331: mathematical equations and expressions
372,0.08826,15598: phrases related to decline or loss over time,"2937: phrases related to consequences, impacts, and economic considerations"
373,0.08826,10547: statements and discussions regarding accusations or allegations,15082: references related to mathematical or scientific notation and parameters
374,0.0882,10680: conditional statements and questions about verification or assumptions,1627: key elements related to foundational concepts and their implications in various contexts
375,0.08813,151: terms and phrases related to statistical distributions and genetic analyses,11531: descriptions of states or conditions related to environments or experiences
376,-0.088,"2491:  occurrences of the word ""function"" and its variants in coding contexts",15082: references related to mathematical or scientific notation and parameters
377,0.08795,8669: terms related to awards and nominations,4073: references to consent and approval in personal or legal contexts
378,-0.0879,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",4102:  numeric values and their contextual significance
379,0.0877,9807: specific responses and error messages in code,8096: blocks of code or function declarations
380,0.0877,14828: references to individuals' actions and roles in a narrative context,8674: connections related to transportation and travel
381,0.08765,8250: questions and statements regarding uncertainty or quantity,2383:  programming language syntax elements related to control structures and conditional statements
382,0.08765,10127: code structures related to conditional checks and data handling,10836: references to methods or strategies related to evaluation and justification in different contexts
383,0.0876,11568: mathematical equations and their components related to physical theories,2860: instances of dialogue or spoken phrases within the text
384,0.0875,5086: phrases indicating origin or source of participants or subjects,4370: special formatting characters or symbols
385,0.0875,1868: technical terminology and references related to organizations or specific fields,15833: terms related to corporate structures and finance
386,0.08746,"11021: references to academic or technical content, particularly related to methods and results",15525:  legal and procedural phrases related to court cases and medical conditions
387,0.08746,13712:  function calls and their surrounding context in code,15621:  numeric values and their contextual relationships
388,0.0874,13460: phrases related to the concept of pushing in various contexts,4370: special formatting characters or symbols
389,0.0874,8267:  classifications of employment status and related legal terms,8017:  legal terms related to warranties and liability
390,0.0874,8977:  sections of text that contain no substantive content,3648: the start of structured text or documents
391,0.0873,13761: terms related to technology and accessibility,11361: sentences that signify a new beginning or start of a topic
392,0.08704,1465: names and familial relationships of individuals,5108: elements related to authority and decision-making
393,0.08704,"3986: words or phrases related to being ""hot"" in various contexts",13195: references to corporate roles and responsibilities
394,0.0869,14376: emphasis markers and formatting elements in documents,4131:  expressions of obligation and interpersonal expectations
395,0.0869,5297: important actions and processes related to studies and methodologies,13370: references to scientific studies and their methodologies
396,-0.0869,10557: references to molds and molding processes,16128: actions related to returning or emerging from a location
397,0.08685,7716: references to sports venues and events,"11439: references to specific locations or places, particularly in a narrative context"
398,-0.0868,14589:  references to key concepts or important subjects in a text,10504: modal verbs indicating ability or permission
399,0.0868,7246: numerical totals and counts related to various subjects,10739: people's names and associated titles or roles
400,-0.0867,"5945:  numerical parameters or attributes, particularly those related to maximum and minimum values",7539:  references to specific variables and mathematical expressions
401,0.0867,3036: queries related to SQL and data manipulation,7301: the presence of specific verbs and phrases indicating actions or events
402,0.0866,11866:  references to programming terminology and data structures,6749: features related to service efficiency and order fulfillment in business contexts
403,0.0866,"5643: JSON structure elements, particularly keys and braces",6472: mathematical expressions and terms related to equations and fluid dynamics
404,0.0866,3988: mathematical symbols and expressions,10811: phrases related to mechanisms and methods in scientific or technical contexts
405,0.0865,293: concepts related to divine worship and spirituality,9138:  phrases that indicate judgments or assessments of situations
406,0.0865,12137: contexts involving controversy or conflict,1392:  references to online shopping and purchasing
407,0.0865,14184: phrases indicating alerts or warnings,802: terms associated with substitutions and alternatives in scientific contexts
408,0.0864,10680: conditional statements and questions about verification or assumptions,672: elements related to data structures and programming concepts
409,0.08636,2832: programming-related event handling keywords and structures,6999:  scientific terms and concepts related to cellular and molecular biology
410,0.08636,12528: terminology related to clinical diagnosis and assessment,4382:  code segments related to tree structure manipulation in a programming context
411,0.08624,"4814: concepts related to health and well-being, especially in medical contexts",2337:  comparative language and indicators of difference
412,-0.08606,3434: programming-related keywords and attributes from assembly code or metadata,5932:  concepts related to long-term outcomes and investments
413,0.086,143: numbers and numerical data,5489: contexts involving relationships and significant events in people's lives
414,-0.08594,"4814: concepts related to health and well-being, especially in medical contexts",1444: elements of code related to user interface components and styling
415,-0.08594,6643: phrases related to sports statistics and performances,"2577: specific references to legal, governmental, or institutional entities and their actions"
416,0.0858,7221: legal terminology and references,12768: specific place names and local geography
417,0.08575,15086: various forms of punctuation and separate lines within text,361: numerical data and measurements related to experiments
418,0.08575,6326:  data structure definitions and memory allocation patterns in code,1599:  phrases related to actions or activities involving organization or systems
419,0.0857,1949:  references to glass and its properties,15753: references to social issues and the recognition of marginalized groups
420,0.0857,693:  references to companies and specific products associated with genetics and finance,15297: numerical values and mathematical signs
421,0.0857,14538:  recurrent phrases indicating repetition or continuation,5108: elements related to authority and decision-making
422,0.08563,1957: conditional statements and logical constructs in the text,12256: analytical discussions about roles and contributions in various contexts
423,-0.08563,9009:  programming-related terms and code structure elements,2337:  comparative language and indicators of difference
424,0.08563,7716: references to sports venues and events,12139:  sensory language related to smells and aromas
425,0.0855,3146: names and contact information related to individuals and organizations,12619:  phrases and terms that indicate recognition or definitions of entities and concepts
426,-0.0855,15269: technical terms and definitions related to programming constructs or data structures,8674: connections related to transportation and travel
427,0.08545,6643: phrases related to sports statistics and performances,616:  code snippets and syntax related to programming and data handling
428,0.08545,"1349:  keywords and function calls related to programming and scripting, especially those involving privacy and security elements",2532:  complex structural elements and formatting commands in code or markup languages
429,0.08545,5718: mathematical expressions and symbols related to set notation and functions,3088: instances of speech or reporting statements from individuals
430,0.08545,9009:  programming-related terms and code structure elements,1444: elements of code related to user interface components and styling
431,-0.0854,14264:  references to aspects of leadership and emotional intelligence,938:  words and phrases related to political dynamics and characteristics
432,0.0853,"4903: information related to sizes and measurements, particularly in the context of products or items fitting specific criteria",12125:  expressions related to positive sentiment and support for social initiatives
433,0.0853,3840: commands and functions related to file and directory operations in programming,7534:  statistical terms and results commonly found in scientific research studies
434,-0.0853,693:  references to companies and specific products associated with genetics and finance,15275: terms related to comparisons and evaluations of technology or products
435,0.08527,"3800: references to social interactions and relationships, particularly involving strangers and acquaintances",3025: function and control flow statements in programming code
436,0.0852,8416:  mathematical operations or calculations involving factors or divisors,11097:  phrases that express the emotional challenges and highlights of single motherhood
437,-0.0852,7280:  references to financial years and seasons,13267:  logging statements related to events and their severity in code
438,0.0852,14274: terms related to magnetic properties and phenomena,11748:  phrases related to cooking and preparation processes
439,0.08514,9606: time-related phrases indicating delays or durations,4035:  references to coding structure and programming elements
440,0.0851,7783: numerical measurements and units of measurement,9826: mathematical expressions and notation
441,0.085,4104:  details related to film duration and structure,7430: references to events and venues related to performances or gatherings
442,-0.08496,9014: elements related to mathematical or programming functions and operations,6813:  terms related to democracy and social change
443,0.0849,11688: phrases and terms associated with systems and structures of governance,13267:  logging statements related to events and their severity in code
444,0.08484,14947: references to specific combat sports events or match details,12853:  phrases that reference statistical or evaluative assessments
445,-0.08484,"2951: references to lineage and classifications, particularly in a biological and genetic context",11284: terms related to mucus and its properties
446,0.08484,10559: instances of scheduling and making appointments,13267:  logging statements related to events and their severity in code
447,0.0847,9961:  code structure and object references within programming contexts,7226:  prepositions and related contextual phrases
448,0.0847,4571:  semicolon-separated statements and variable assignments in code,7651:  numerical data or statistics related to measurement or frequency
449,-0.08466,4658: dates and specific events related to December,2920:  quotes or speech in the text
450,0.08466,16159: expressions related to desire or intention,12989: data types and type declarations in programming code
451,0.08466,7033: terms related to economic crises and their impacts,2250:  numerical and alphanumeric patterns
452,-0.08466,3036: queries related to SQL and data manipulation,9202:  numerical data and formatting symbols
453,-0.0846,14842: numerical values and related characters,7651:  numerical data or statistics related to measurement or frequency
454,0.0846,7865: structured data formats or variables used in programming,"14226:  programming-related terms, particularly those associated with templates, internal structures, and detailed implementation aspects"
455,0.0845,10559: instances of scheduling and making appointments,7951: references to feelings of anxiety or uncertainty related to travel experiences
456,0.0845,5908:  concepts and terminology related to data serialization and programming structures,3799: concepts related to rituals and offerings in spiritual or religious contexts
457,-0.0845,2157: statistical terms related to probability density functions,12969: numbers and code-like sequences within the text
458,0.0845,13700: structural and formal elements in technical documents or text,12148: mathematical principles and theorems related to duality and inequalities
459,0.0844,3324: the structure and sequence of experimental results and their classifications,5932:  concepts related to long-term outcomes and investments
460,-0.0843,10028: various genres and elements of music,3088: instances of speech or reporting statements from individuals
461,0.0842,14538:  recurrent phrases indicating repetition or continuation,9476: symbolic representations of values and their associations in mathematical or statistical contexts
462,0.08417,9886:  numerical data presented in statistical or mathematical context,14398: terms related to governance and political entities
463,0.08417,324: phrases related to customer satisfaction and return policies,12862: phrases related to charitable donations and fundraising efforts
464,0.0841,15410: terms related to adaptation in environmental contexts,15121:  components related to data processing and transformation within programming contexts
465,0.0841,"11347: elements of code, particularly focusing on the structure and syntax of expressions involving regular expressions and programming constructs",15623: references to medical procedures and their associated risks
466,0.08405,"6406:  terms and concepts related to laws, legislation, and legal processes",15119:  references to characters and interactions in narratives
467,0.08405,"9932: functions and events related to programming, particularly those involving event handling and listener methods",13260:  elements associated with input fields and forms
468,0.084,7221: legal terminology and references,16155: terms related to accidents and negligence
469,0.0839,9198: future-oriented verbs and expressions indicating predictions or expectations,11173: predictions and discussions related to the future impact of financial and economic changes
470,0.08386,"8800:  terms associated with economic conditions, particularly those indicating weakness or instability",4370: special formatting characters or symbols
471,0.0838,"15746: discussions of financial constraints, particularly regarding money and resources","1300:  references to a specific situation or context, often highlighted by the words ""it"" and ""this."""
472,-0.0838,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",7951: references to feelings of anxiety or uncertainty related to travel experiences
473,0.08374,6174: references to numerical data or statistics,"5690: elements related to programming constructs, specifically function declarations, expressions, and related properties or attributes"
474,0.08374,13285:  phrases related to training and professional development in educational settings,15623: references to medical procedures and their associated risks
475,0.08374,3386: questions related to identity or people,11229:  punctuation marks and special characters in the text
476,0.0837,13069: terms related to job interviews and the application process,"1778: text that discusses communication and discourse, particularly in relation to therapy, documentation, and legal contexts"
477,0.0837,"9584: references to architectural projects or investments, particularly those involving public facilities or notable developments",4937:  mentions of various car brands and models
478,0.0836,14656:  references to HTML and JavaScript coding elements,9476: symbolic representations of values and their associations in mathematical or statistical contexts
479,0.0836,14754: technical terms and concepts related to programming and software development,4035:  references to coding structure and programming elements
480,0.0835,3202: content related to innovation and its impact within various contexts,2499:  code syntax and structure in programming language examples
481,0.0835,"8881: terms related to medical treatments and studies, particularly in clinical contexts",6594: technical terms related to mechanical and structural components
482,0.08344,9773: definitions and structures related to programming and variable declarations,3648: the start of structured text or documents
483,-0.08344,401: specific code structures or syntax patterns in programming or technical texts,7301: the presence of specific verbs and phrases indicating actions or events
484,-0.08344,15116: references to statistics and categories related to entities,15275: terms related to comparisons and evaluations of technology or products
485,0.0834,733: aspects of cell phone etiquette,6109: terms and concepts related to health metrics and treatments
486,-0.0833,1942:  rankings and positions of institutions or programs,2732: terms related to education and various forms of assessment or integration of systems
487,0.08325,15631: references to statistical measures and data analysis methods,10869:  loops and iterations within code
488,0.0831,9136: references to job titles and professional roles in a corporate context,10811: phrases related to mechanisms and methods in scientific or technical contexts
489,0.0831,11123:  references to geographic locations and their associated contexts,14359: mathematical and scientific terms
490,0.083,6131: technical terminology and concepts related to drug resistance and pharmacological studies,12877: references to psychological or emotional states and their implications
491,0.083,13840: file structures and naming conventions in programming contexts,15295:  technical terms and measurements related to computational algorithms and systems
492,0.083,12210: descriptions of plant species and their characteristics,13282: references to specific legal rules or articles
493,-0.08295,11432: specific formatting elements and characters in code snippets,8017:  legal terms related to warranties and liability
494,0.0828,15116: references to statistics and categories related to entities,15297: numerical values and mathematical signs
495,0.0828,1023: comma-separated lists or sequences of items,"2577: specific references to legal, governmental, or institutional entities and their actions"
496,0.0827,12445:  use of brackets and brackets-like symbols,6299:  numerical data related to population statistics and class sizes
497,0.08264,"2184: references to roles and relationships among students, parents, teachers, and patients in various contexts",10811: phrases related to mechanisms and methods in scientific or technical contexts
498,-0.08264,"9932: functions and events related to programming, particularly those involving event handling and listener methods",12800: specific references to successful authors and their works
499,0.0826,12210: descriptions of plant species and their characteristics,16001: phrases indicating possession and benefits or challenges associated with various entities
500,-0.0826,10624: the beginning of textual segments,12619:  phrases and terms that indicate recognition or definitions of entities and concepts
501,0.0825,"11738: references to popular media franchises, particularly in relation to games and character names",11229:  punctuation marks and special characters in the text
502,0.0825,401: specific code structures or syntax patterns in programming or technical texts,9202:  numerical data and formatting symbols
503,0.08246,12586: terms related to racial identity and mixed heritage,4704: phrases related to necessities and obligations
504,0.08246,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",15425: memory management operations in programming
505,0.0824,12042: elements that identify sources of information and artistic representation,12877: references to psychological or emotional states and their implications
506,0.0824,2310: code-related structures such as function calls and closing braces,10457: strings or representations of date and time
507,0.0823,"1000: references to software packages, libraries, or APIs",10811: phrases related to mechanisms and methods in scientific or technical contexts
508,0.08215,8846: terms related to affordability and value for money,6981: references to political figures and events
509,-0.08215,14376: emphasis markers and formatting elements in documents,5729:  mathematical symbols and operations
510,0.0821,14909: significant metrics or descriptions related to sizes and rankings in various contexts,11361: sentences that signify a new beginning or start of a topic
511,0.08203,"14491: the word ""there"" and its variations in different contexts",15886: mathematical expressions and calculations
512,0.08203,15394: legal arguments and judicial reasoning,5010: phrases that emphasize quantities or comparisons
513,0.08203,15747: terms related to historical events and figures,8127: references to popular culture and entertainment along with notable characters and events
514,0.08203,15601: code elements related to models and data structures in programming,14403: innovations and processes related to machinery and automation
515,0.0819,16336: terms related to medical procedures and diagnostics,4370: special formatting characters or symbols
516,0.0819,12226: instances of conflict or tension in narratives,3629:  equations and their parameters related to modeling and statistical analysis
517,-0.0819,9474: key phrases and terms related to medical terminology and conditions,9990: terms related to responsible and proper practices in various contexts
518,0.0819,12627: financial data and measurements related to weight or mass,2732: terms related to education and various forms of assessment or integration of systems
519,0.08185,301: references to kitchens and their related activities or attributes,15671: technical or mathematical terms and concepts
520,-0.08185,1023: comma-separated lists or sequences of items,616:  code snippets and syntax related to programming and data handling
521,0.08185,1910: technical terms and concepts related to economics and data analysis,2923: repeated sequences of underscores or whitespace characters
522,-0.08185,6884: descriptive phrases related to trails and their conditions,"1221: specific terms related to scientific processes, technology, and related terminologies"
523,0.0818,12507:  phrases that emphasize the importance of memory and recall,12058: words associated with capable or functional qualities
524,0.0818,8813: references to spray drying processes and associated materials,10216: contrastive conjunctions and their usage in complex sentence structures
525,0.0817,6430:  technical elements related to version control and file changes in code repositories,15408: references to time duration and the passage of time in relation to events
526,0.0817,59: code comments and documentation structures within programming code,"12073: text discussing changes or updates in procedures or systems, particularly in a technical context"
527,0.0817,"14313: the presence of introductory elements in the text, such as special formatting or markers",16041:  formatting or structural elements in the text
528,-0.0816,14781: elements related to user interaction and token verification in a digital workspace,13260:  elements associated with input fields and forms
529,0.0816,4223: phrases related to family relationships and their dynamics,3905: numerical values and measurements related to physical dimensions
530,0.0816,9416: references to reasons and justifications behind actions or decisions,3762: references to academic titles and positions
531,0.0816,10233:  JavaScript variable declarations and functions,10504: modal verbs indicating ability or permission
532,-0.0816,6884: descriptive phrases related to trails and their conditions,4747:  mathematical inequalities and expressions involving limits
533,0.08154,5799:  possessive forms and indications of ownership,13614: instances of protests or demonstrations involving conflict or police involvement
534,0.0815,14842: numerical values and related characters,5843: terms and phrases related to complex systems and their mathematical representation
535,0.08136,3433: terminology and definitions related to context and time in a study,13320: programming constructs related to date and time manipulation
536,0.0813,6955: informal and vague references to miscellaneous items or concepts,13663:  data-related statistics and numeric values in research studies
537,-0.0813,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",7143: elements related to scientific notation or formatting in mathematical or technical contexts
538,0.08124,12528: terminology related to clinical diagnosis and assessment,5700: quantitative statistics related to sports performance metrics
539,-0.08124,1868: technical terminology and references related to organizations or specific fields,3194: references to legal violations and copyright issues
540,0.08124,7247: numerical data and references related to time or age in studies,7430: references to events and venues related to performances or gatherings
541,0.0812,7033: terms related to economic crises and their impacts,13614: instances of protests or demonstrations involving conflict or police involvement
542,0.0812,3812: mathematical symbols and comparisons,6297: expressions of hope and well-wishes
543,-0.0811,"14313: the presence of introductory elements in the text, such as special formatting or markers",11782:  phrases related to comparisons and relationships
544,-0.08105,8767:  concepts related to environmental sustainability and privacy in data handling,15833: terms related to corporate structures and finance
545,-0.081,"5731: aspects related to competition among entities for binding interactions, particularly in biological contexts",15623: references to medical procedures and their associated risks
546,0.081,9474: key phrases and terms related to medical terminology and conditions,7049:  technical terms and phrases related to exceptions and errors in coding
547,-0.08093,5168: phrases related to attempts and actions that express conditional situations,14864: relationships between elements or components
548,0.0809,3020: terms related to allegations or accusations of wrongdoing,4208: terms related to medical assessments and conditions
549,-0.0809,14656:  references to HTML and JavaScript coding elements,12853:  phrases that reference statistical or evaluative assessments
550,0.0809,146: quoted speech or dialogue in the text,1238:  phrases indicating financial metrics and regulations
551,-0.0809,14301: references to specific names or titles associated with authors or creators,1703: negative numeric values related to scores or statistics
552,0.0809,3146: names and contact information related to individuals and organizations,8069: references to sports teams and their performances
553,0.0808,13389: references to legal terminology and documentation,4370: special formatting characters or symbols
554,0.0808,7373: imperative statements and questions regarding actions to take in various situations,2923: repeated sequences of underscores or whitespace characters
555,0.0808,10145: statements related to projections and estimates in various contexts,10178:  HTML closing tags
556,0.0808,7675: mathematical notations and symbols,15970: phrases related to processes and actions undertaken to achieve specific results or improvements
557,0.08075,10913: attributes related to dietary and demographic characteristics,"366:  the pronoun ""you"" in various contexts"
558,-0.08075,15598: phrases related to decline or loss over time,6594: technical terms related to mechanical and structural components
559,-0.0807,14183: terms related to immune response mechanisms and signaling pathways,14104: pieces of text signaling the beginning or end of sections and some specific references
560,0.08057,7464:  functions and control structures in programming code,16122: significant phrases and elements related to technical specifications and functions in programming contexts
561,0.08057,6117:  numerical values and their relationships in mathematical expressions or problems,2860: instances of dialogue or spoken phrases within the text
562,0.0805,10018: phrases related to ownership and possession,6605: numbers and numerical data references within a text
563,0.08044,9841: technical classifications and descriptions of systems or devices,12969: numbers and code-like sequences within the text
564,-0.08044,"7480: terms related to opposition, conflict, and dissent in political contexts",14398: terms related to governance and political entities
565,-0.0804,4571:  semicolon-separated statements and variable assignments in code,5843: terms and phrases related to complex systems and their mathematical representation
566,0.0804,"14363:  occurences of specific actions and states, particularly those indicating departures and returns",12877: references to psychological or emotional states and their implications
567,0.0803,"8252:  mentions of the ""mi"" RNA family",6459: mathematical expressions and symbols
568,0.08026,5755:  references to controversial political figures and their actions,2993: phrases related to regulatory compliance and consequences for breaking rules
569,0.0802,13654:  elements related to programming functions and methods,13403:  patterns related to URLs and video links
570,0.0802,10665: references to countries and their relations or statistics,13884:  terms related to educational resources and curriculum aspects
571,0.08014,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",3221: phrases related to requests for information or materials
572,0.08014,3036: queries related to SQL and data manipulation,4131:  expressions of obligation and interpersonal expectations
573,0.08014,10222: terms associated with empirical research and experimental conditions,1703: negative numeric values related to scores or statistics
574,0.08014,14781: elements related to user interaction and token verification in a digital workspace,12800: specific references to successful authors and their works
575,0.08,915: keywords and classifications in academic or technical documents,5828:  statements about decision-making and personal choices
576,-0.08,14947: references to specific combat sports events or match details,7717: phrases related to training and education processes
577,0.08,3265: terms related to programming and technical processes,11229:  punctuation marks and special characters in the text
578,0.08,7247: numerical data and references related to time or age in studies,126: keywords related to kidney health and creatinine levels
579,0.07996,5117: words and phrases related to legal proceedings and responsibilities,2732: terms related to education and various forms of assessment or integration of systems
580,0.0799,"3452: code syntax elements and structures, particularly related to function calls and block delimiters","14226:  programming-related terms, particularly those associated with templates, internal structures, and detailed implementation aspects"
581,-0.0799,"16308: transitions and changes in circumstances, particularly regarding financial transactions and medical procedures",4370: special formatting characters or symbols
582,0.0799,12730: descriptions of specific tourist attractions or historic sites,13081: information related to professional backgrounds and qualifications
583,0.0799,9466: discussions about personal experiences and emotional struggles,"2185:  inquiries related to the word ""how."""
584,0.07983,897: programming keywords and syntax elements in code,14398: terms related to governance and political entities
585,0.07983,13285:  phrases related to training and professional development in educational settings,3856:  phrases related to interpersonal relationships and emotional conflicts
586,0.0798,9110: terms related to primary care and its associated concepts,11700: class definitions and method signatures in programming code
587,0.0798,10500: terms related to search engine optimization (SEO) and online marketing strategies,15806: the concept of relevance in various contexts
588,0.0798,15422: phrases related to data privacy and information security,7143: elements related to scientific notation or formatting in mathematical or technical contexts
589,0.0797,7280:  references to financial years and seasons,5932:  concepts related to long-term outcomes and investments
590,0.07965,8403: error handling statements and functions,6462: keywords and examples related to scientific studies and methodologies
591,-0.0796,9069: terms related to online services and competition in the digital market,7207:  actions related to ongoing projects or processes
592,0.0796,16045: economic growth indicators and statistics,6882:  specific medical conditions and their implications
