,OV Circuit Value,Value Feature,Output Feature
298,-0.10156,1738: numerical values and time intervals related to duration or quantity,"7479: elements related to formatting or structure, such as citations or references in academic writing"
299,0.1015,7158:  terms related to car finance and credit scores,"7274:  symbols, punctuation, and code structure elements indicating control flow in programming"
300,0.1015,"15099: instances of social and familial dynamics, particularly in discussions around gender roles and responsibilities","3093:  content related to resolutions and corrections in various contexts, particularly regarding medical treatments and procedural improvements"
301,0.1015,6127:  terms and references related to software licensing and frameworks,6347:  games that involve strategy and card play
302,0.1015,3433: terminology and definitions related to context and time in a study,"7274:  symbols, punctuation, and code structure elements indicating control flow in programming"
303,0.1015,9531:  structures related to mathematical or programming formats,12108: code structure elements and modifiers in programming
304,0.1014,5608: references to dogs and their activities,6903:  XML and XSLT related keywords and structures
305,0.10126,8010: references to characters and events related to toys and childhood adventures,15660: terms and phrases related to notable historical figures and their achievements
306,0.1012,"8412: terms related to animals, specifically in the context of racing",15791: elements related to spatial arrangements and measurements
307,-0.10114,401: specific code structures or syntax patterns in programming or technical texts,13822:  references to workplace settings and behaviors
308,0.101,1860: scenes involving physical positioning and interactions between characters,15413:  phrases indicating emotional connections or sentiments
309,0.10095,"636: terms related to hobbies and interests, particularly those involving sewing, crafting, and amateur activities",13317: references to HTTP headers
310,-0.10065,"2491:  occurrences of the word ""function"" and its variants in coding contexts",15082: references related to mathematical or scientific notation and parameters
311,0.1005,5793: mathematical symbols and notation related to statistical estimation and moment functions,2779: terms and phrases related to banking and financial transactions
312,0.10046,2927: verbs that indicate capability or possibility,3733: scientific or mathematical references and parameters related to research studies
313,-0.1004,13046:  mathematical symbols and parameters related to equations and functions,16110:  programming commands and structures in a coding context
314,0.10034,9007: mathematical symbols and mathematical notation,6813:  terms related to democracy and social change
315,0.10034,3036: queries related to SQL and data manipulation,9720: elements related to data handling and processing within a software structure
316,0.1002,682: elements and attributes related to web development,5887:  punctuations and transitional phrases indicating completeness or continuation in a thought
317,-0.1,5718: mathematical expressions and symbols related to set notation and functions,4079:  instances of numerical data and coding syntax
318,-0.1,4989:  references to concepts or discussions surrounding NULL values and their implications in various contexts,938:  words and phrases related to political dynamics and characteristics
319,-0.09985,401: specific code structures or syntax patterns in programming or technical texts,9720: elements related to data handling and processing within a software structure
320,0.09985,"5234: CSS-related terms and concepts, especially those involving properties and selectors",10638: phrases related to subscription services and pricing
321,0.09973,1903: expressions of intention or future actions,"6205:  phrases related to protests, violence, and social unrest"
322,0.09973,"8997: terms related to medical studies and conditions, particularly focusing on community-acquired pneumonia and related demographics","8672: elements related to television, news, and related programming"
323,0.0997,9477: references to programming functions and data structures,12947:  expressions related to session management and data handling in programming
324,0.0996,"2086:  links and references, particularly URLs and file formats related to academic or technical documents",11143: references to significant events and anniversaries
325,-0.09955,"8252:  mentions of the ""mi"" RNA family",15833: terms related to corporate structures and finance
326,-0.0994,"2242: specific entities related to organizations, medical terms, and technical specifications",13395:  phrases related to processes and actions in programming or technical contexts
327,0.09937,12444: connections and references to ongoing research and reliable information sources,7322: the beginning of sections or segments in the document
328,0.0993,9309: elements related to political processes and campaign activities,"7274:  symbols, punctuation, and code structure elements indicating control flow in programming"
329,0.0992,13046:  mathematical symbols and parameters related to equations and functions,9720: elements related to data handling and processing within a software structure
330,-0.0991,5755:  references to controversial political figures and their actions,2993: phrases related to regulatory compliance and consequences for breaking rules
331,0.09906,10028: various genres and elements of music,4079:  instances of numerical data and coding syntax
332,0.09894,"1047: instances of the word ""avoid"" and its variations, highlighting the concept of avoidance or evasion in various contexts",12148: mathematical principles and theorems related to duality and inequalities
333,-0.0988,"2767: references to ""signal"" and related terms in various contexts",16190: 
334,0.09875,"11347: elements of code, particularly focusing on the structure and syntax of expressions involving regular expressions and programming constructs",10445: terms related to weather modification and cloud seeding
335,0.0987,1522: terms related to population dynamics and genetic variation,"14661: references to events, studies, and data in scientific contexts"
336,-0.09863,11412: statistical references and data,13403:  patterns related to URLs and video links
337,-0.09863,12693: fundamental mathematical symbols and structure in expressions,2779: terms and phrases related to banking and financial transactions
338,0.09863,"14747: terms related to shortages in various resources, such as water, food, energy, and labor",12800: specific references to successful authors and their works
339,-0.0986,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",5887:  punctuations and transitional phrases indicating completeness or continuation in a thought
340,0.0985,14179: phrases that convey significant accomplishments and innovative contributions within various fields,"2089: phrases related to functionality, features, and comparisons in technical contexts"
341,0.0985,11308: comparative phrases or patterns in text,5274:  programming-related keywords and commands
342,0.0984,"2169: terms related to educational institutions, particularly colleges and schools",9720: elements related to data handling and processing within a software structure
343,0.09827,4724: text that discusses sports strategies or game observations,15660: terms and phrases related to notable historical figures and their achievements
344,0.0982,9964: email addresses and associated contact information,3522: multiple instances of commas as separators in structured data formats
345,0.09814,14184: phrases indicating alerts or warnings,8208: references to environmental hazards and chemical safety
346,-0.09814,5755:  references to controversial political figures and their actions,12459: phrases and terms related to common techniques and standards in various fields
347,0.0981,9006: elements related to data structure definitions and data formatting specifications,13399: mathematical relationships and expressions
348,0.09796,3267: references to small or diminutive concepts and entities,"11491:  statements related to benefits or importance in various contexts, particularly in regard to etiquette and finance"
349,-0.0979,14622: expressions of personal opinions and feelings,"1462:  terms related to mathematical or scientific concepts, particularly pertaining to forces and their representations"
350,0.09766,4092: references to educational backgrounds and achievements,4421: descriptive terms related to visual aesthetics and design elements
351,0.09766,14179: phrases that convey significant accomplishments and innovative contributions within various fields,13827: elements of romance and character development in narratives
352,0.09753,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",2357: phrases indicating the act of uncovering or disclosing secrets or truths
353,0.09753,7659: file paths and directory structures,7412: emotional expressions and declarations
354,-0.09753,9395: phrases related to strategic planning and development,15623: references to medical procedures and their associated risks
355,-0.09753,14589:  references to key concepts or important subjects in a text,13589: commands related to scripting and programming logic
356,0.09753,12444: connections and references to ongoing research and reliable information sources,262: legal terminology and concepts related to judicial decisions and courtroom procedures
357,0.0975,7159: references to cell types and related biological concepts,4044:  biochemical processes related to DNA and tissue analysis
358,-0.0975,12198: discussions around access and provisions in contexts of support or rights,6459: mathematical expressions and symbols
359,0.0975,"3984: mentions of ""death"" and related concepts",11801:  legal terminology and references related to laws and codes
360,0.0975,6643: phrases related to sports statistics and performances,16242: 
361,0.0974,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",2993: phrases related to regulatory compliance and consequences for breaking rules
362,0.0974,12282: objects related to containers and their specifications,4543: terms related to medical intervention and patient outreach strategies
363,-0.09717,4092: references to educational backgrounds and achievements,3986:  code structure and elements related to defining functions and methods
364,0.0971,8846: terms related to affordability and value for money,6472: mathematical expressions and terms related to equations and fluid dynamics
365,-0.09705,1942:  rankings and positions of institutions or programs,2732: terms related to education and various forms of assessment or integration of systems
366,0.097,5926: technical specifications and requirements related to cable assemblies and their configurations,"9085: references to transactions and their attributes, including commitment and consistency"
367,0.0969,9190: expressions of surprise or revelation,4202:  expressions of personal opinion
368,0.0969,14656:  references to HTML and JavaScript coding elements,"476: specific coding or programming structure elements, like keys or identifiers in data records or functions"
369,0.0969,8729: specific jargon and technical terms related to programming or software functions,4993: statistical comparisons and relationships in research findings
370,0.09686,12391: terms related to data manipulation and processing,14631:  terms related to procedural steps and algorithms
371,-0.09686,7344:  relationships between keywords and their attributes,10580: legal terms and phrases related to liability and negligence
372,-0.09686,8813: references to spray drying processes and associated materials,"6205:  phrases related to protests, violence, and social unrest"
373,0.09686,"2767: references to ""signal"" and related terms in various contexts",13704:  structured data related to financial or algorithmic contexts
374,0.09674,14490: technical jargon and specific terminology related to scientific and legal contexts,13002: references to communication or phone interactions
375,0.09674,466: terms related to fees and charges,11809:  discussions surrounding freedom of speech and expression
376,0.09674,"11957: Java access modifiers, specifically ""public"" and ""protected""",7716:  terms related to medical procedures and their implications
377,0.0967,6098:  repeated mentions of economic impact on an industry related to agricultural diseases,331: mathematical equations and expressions
378,-0.0967,9964: email addresses and associated contact information,15413:  phrases indicating emotional connections or sentiments
379,0.09656,4188: phrases related to personal growth and transformation,6570:  temporal phrases indicating specific moments or timelines
380,0.0965,8846: terms related to affordability and value for money,"1814:  instances of the word ""Bos"" in the text"
381,-0.0965,16377: ,6570:  temporal phrases indicating specific moments or timelines
382,0.0962,6020:  references to lists or categories within text,15049: references to specific locations or entities related to infrastructure and organizations
383,0.0961,3433: terminology and definitions related to context and time in a study,7868: terms related to research methodology and findings
384,0.0961,11104: references to scientific papers and their citations,6299:  numerical data related to population statistics and class sizes
385,0.0961,3267: references to small or diminutive concepts and entities,11150: references to laboratory equipment and materials used in scientific experiments
386,0.096,143: numbers and numerical data,5489: contexts involving relationships and significant events in people's lives
387,-0.096,"16308: transitions and changes in circumstances, particularly regarding financial transactions and medical procedures",6954: references to boys and masculinity
388,-0.09595,8924: API-related function calls and their components,3485: phrases and symbols related to programming syntax
389,0.0958,4899: phrases related to political commentary,"15915:  content related to academic programs and institutions, particularly in architecture and design"
390,0.09576,"9932: functions and events related to programming, particularly those involving event handling and listener methods",6981: references to political figures and events
391,0.0957,5224: terms related to scientific experiments and results,"10708: references to political norms and behaviors, particularly in the context of historical or legal discussions"
392,0.09564,12730: descriptions of specific tourist attractions or historic sites,13081: information related to professional backgrounds and qualifications
393,-0.09564,"16308: transitions and changes in circumstances, particularly regarding financial transactions and medical procedures",6485:  technical terms and references related to system components and configurations
394,-0.09564,11864:  keywords related to auto-generated REST API client functionality,965:  references to gender equality and disparities
395,0.0956,13889: technical terms related to scientific processes and methods,3880: punctuation and formatting in code snippets
396,0.0956,4037: financial terms related to trading bonuses and deposits in the context of online casinos,15988: instances of comparative terms and numerical values
397,-0.0955,3754: terms related to environmental or biological processes and systems,965:  references to gender equality and disparities
398,-0.0954,1023: comma-separated lists or sequences of items,16242: 
399,0.0954,10559: instances of scheduling and making appointments,4208: terms related to medical assessments and conditions
400,0.0954,10559: instances of scheduling and making appointments,2254: references to contact information
401,0.09534,10547: statements and discussions regarding accusations or allegations,15082: references related to mathematical or scientific notation and parameters
402,0.0952,6052: object properties and their associated methods in programming contexts,16190: 
403,0.09515,8437: data references and statistics related to biological experiments,15867:  phrases related to education and professional development
404,0.0951,353: terms related to health conditions and biological processes,10445: terms related to weather modification and cloud seeding
405,-0.0951,9809:  programming-related terms and function definitions,10445: terms related to weather modification and cloud seeding
406,0.095,12507:  phrases that emphasize the importance of memory and recall,16240: 
407,0.09485,14538:  recurrent phrases indicating repetition or continuation,6459: mathematical expressions and symbols
408,0.09485,2940: mentions of personal relationships and interactions,16190: 
409,0.09485,911: details related to professional experience and qualifications,2670: pieces of code or programming constructs
410,0.0948,466: terms related to fees and charges,6299:  numerical data related to population statistics and class sizes
411,0.0948,"6299: technical terms related to computing, data, and artificial intelligence",15238: specific scientific and medical terms and their relationships
412,0.0947,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",6459: mathematical expressions and symbols
413,-0.0947,8924: API-related function calls and their components,9199: calls to action related to account creation for trading purposes
414,0.0946,6955: informal and vague references to miscellaneous items or concepts,2282: discussions of omissions or missing information in agreements or legal contexts
415,0.09454,10669: references to morning and morning-related activities,"8750: the preposition ""with"" in various contexts"
416,-0.0945,"9932: functions and events related to programming, particularly those involving event handling and listener methods",7095: phrases or terms related to authority figures and their actions
417,-0.0945,13465:  log messages and system output related to debugging or build processes,12947:  expressions related to session management and data handling in programming
418,0.0944,11250: references to specific individuals or names,15379:  quantifiable comparisons or metrics related to groups
419,0.0944,4778: document sections that contain punctuation marks and specific formatting elements,9565: information related to measurements and specifications in a scientific or technical context
420,0.0944,7159: references to cell types and related biological concepts,1634: terms related to phagocytosis and immune response
421,0.09436,8437: data references and statistics related to biological experiments,14104: pieces of text signaling the beginning or end of sections and some specific references
422,0.09424,10788:  technical terms and parameters related to performance metrics,15082: references related to mathematical or scientific notation and parameters
423,0.0942,10833: phrases and terms related to metaphors and analogies,11652:  references to monetary transactions or expenditures
424,0.0941,7223:  phrases that indicate summary or overall conclusions,"10708: references to political norms and behaviors, particularly in the context of historical or legal discussions"
425,-0.0941,14622: expressions of personal opinions and feelings,15605: technical terms related to electronics and data processing
426,0.0941,220:  HTML and XML tags and structural elements,2138:  references to corporate governance and shareholder issues
427,0.0941,4341: elements related to judicial opinions and procedural summaries,7522: key phrases and words related to identity and connections among individuals
428,-0.09406,"10212: elements related to jewelry and accessories, especially emphasizing materials like diamonds and gold",9720: elements related to data handling and processing within a software structure
429,-0.094,4571:  semicolon-separated statements and variable assignments in code,13355:  programming-related syntax and constructs
430,0.09393,2072: data structures and programming constructs related to file handling and JSON processing,3604:  occurrences of objects being thrown or projected
431,0.09393,8846: terms related to affordability and value for money,3256: references to individuals and their statements or actions in the context of narratives or testimonies
432,0.0939,1745: questions and mathematical operations involving problem-solving,6409:  references to subscription management and event handling in a programming context
433,-0.0938,8437: data references and statistics related to biological experiments,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
434,0.0938,14656:  references to HTML and JavaScript coding elements,12877: references to psychological or emotional states and their implications
435,-0.0938,11275:  default export statements in code,9316: elements related to food markets and dining options
436,0.09375,7158:  terms related to car finance and credit scores,4993: statistical comparisons and relationships in research findings
437,-0.09375,13744: terms related to health conditions and their classifications,"14654: references to wealthy and powerful individuals or entities, particularly in the context of financial dealings and influence"
438,0.0936,1687:  elements related to data structures and functions in programming,"15915:  content related to academic programs and institutions, particularly in architecture and design"
439,-0.0936,1738: numerical values and time intervals related to duration or quantity,13282: references to specific legal rules or articles
440,0.0936,4899: phrases related to political commentary,2392:  events related to ceremonies or formal gatherings
441,-0.0935,1745: questions and mathematical operations involving problem-solving,8531: information about health risks and the associated implications
442,0.0934,8617: color descriptors and terms related to hues and appearances,6182: repeated periods or punctuation marks in the text
443,-0.0934,11552:  the beginning of sections or paragraphs in a document,15051:  references to programming and coding functions or methods
444,0.0933,8846: terms related to affordability and value for money,9720: elements related to data handling and processing within a software structure
445,-0.0933,8813: references to spray drying processes and associated materials,1320:  steps and instructions related to a process or method
446,0.0933,"2434: mathematical expressions or structures, particularly those involving functions and variables",4228: references to economic and financial impacts related to healthcare or social programs
447,-0.09326,5351: terminology related to quantum mechanics and cavity quantum electrodynamics (QED),3464: mathematical expressions and variables related to equations
448,-0.09326,14781: elements related to user interaction and token verification in a digital workspace,13260:  elements associated with input fields and forms
449,-0.0932,7507: numerical data and references related to statistics and measurements,16190: 
450,-0.0932,13805: conditional phrases or questions,15082: references related to mathematical or scientific notation and parameters
451,0.09314,"9932: functions and events related to programming, particularly those involving event handling and listener methods",13260:  elements associated with input fields and forms
452,0.0931,687: HTML elements and their attributes in a structured format,5274:  programming-related keywords and commands
453,-0.09296,9681: historical references related to laws and legal cases,15867:  phrases related to education and professional development
454,0.0929,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",3194: references to legal violations and copyright issues
455,0.09283,14656:  references to HTML and JavaScript coding elements,9685: terms related to statistical measures and formulas
456,0.09283,11883: mentions of economic conditions and financial statistics,"1462:  terms related to mathematical or scientific concepts, particularly pertaining to forces and their representations"
457,-0.0927,12391: terms related to data manipulation and processing,6733: details related to room features and rental conditions
458,0.09265,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",5060: numeric values and temperature measurements
459,0.09265,14264:  references to aspects of leadership and emotional intelligence,14481: phrases related to treatment and fairness towards individuals or groups
460,0.09247,"1680: emotional responses and expressions related to experiences or situations.
",14004: expressions related to self-discovery and personal growth
461,0.0924,7033: terms related to economic crises and their impacts,13614: instances of protests or demonstrations involving conflict or police involvement
462,-0.0923,14947: references to specific combat sports events or match details,"476: specific coding or programming structure elements, like keys or identifiers in data records or functions"
463,0.0923,12042: elements that identify sources of information and artistic representation,12573:  actions related to physical movement and activity
464,0.0922,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",12143:  terms related to malfunctioning equipment or failures
465,0.0922,10378: configuration-related terminology and file loading processes,15238: specific scientific and medical terms and their relationships
466,0.0922,14183: terms related to immune response mechanisms and signaling pathways,12947:  expressions related to session management and data handling in programming
467,0.0922,3919:  coding concepts related to array manipulation and indexing,15867:  phrases related to education and professional development
468,-0.0922,8787:  references to fluid dynamics or methods involving fluid treatment,4853: conditional statements and control flow elements in code
469,0.0921,5718: mathematical expressions and symbols related to set notation and functions,"7120: numeric values, measurements, and scientific data"
470,-0.0921,2940: mentions of personal relationships and interactions,13704:  structured data related to financial or algorithmic contexts
471,-0.0921,14947: references to specific combat sports events or match details,9685: terms related to statistical measures and formulas
472,0.09204,4778: document sections that contain punctuation marks and specific formatting elements,4189: terms related to economic indicators and market dynamics
473,-0.09204,16287: terms related to quantification and measurement in various contexts,"14661: references to events, studies, and data in scientific contexts"
474,0.0919,11251: the beginning of a document,1138: military actions and commands related to troop movements and battles
475,0.09186,11248: HTML and CSS class names related to layout and styling in a web document,2138:  references to corporate governance and shareholder issues
476,0.0918,6052: object properties and their associated methods in programming contexts,6299:  numerical data related to population statistics and class sizes
477,-0.09174,14947: references to specific combat sports events or match details,"6677:  instances of the word ""and"" and its variations in lists or connections"
478,0.09174,6127:  terms and references related to software licensing and frameworks,11840:  various sentence structures and grammatical elements
479,-0.09174,1687:  elements related to data structures and functions in programming,15278: keywords related to job postings in the healthcare field
480,0.0916,13471: terms related to bioinformatics and genetic analysis tools,5464:  numerical values and mathematical expressions related to prime factors
481,0.0916,4571:  semicolon-separated statements and variable assignments in code,1602: elements indicating government decisions or political actions
482,0.0916,14376: emphasis markers and formatting elements in documents,"7723: references to promises, commitments, and their behavior in practice"
483,-0.0915,"5198: text related to contests, prizes, and incentives",3986:  code structure and elements related to defining functions and methods
484,0.0915,8729: specific jargon and technical terms related to programming or software functions,13720: mentions of groups of people and their interactions with authority
485,-0.09143,13095: terms related to mathematical concepts and structures,5274:  programming-related keywords and commands
486,0.09143,11633: elements related to code structure and organization in programming,965:  references to gender equality and disparities
487,-0.09143,14264:  references to aspects of leadership and emotional intelligence,15623: references to medical procedures and their associated risks
488,0.0913,12627: financial data and measurements related to weight or mass,465: technical terms and concepts related to polymers and material science
489,0.09125,2412:  symbols and notations related to mathematical or scientific notation,12181: the mathematical relationships and dependencies in statistical models and causal graphs
490,0.09125,1023: comma-separated lists or sequences of items,7269: references to anniversaries and significant celebrations
491,-0.09125,9681: historical references related to laws and legal cases,5337:  instances of negation and expressions of disagreement
492,0.09125,9014: elements related to mathematical or programming functions and operations,1898: references to affiliate marketing and commission-based earnings
493,-0.0912,7158:  terms related to car finance and credit scores,1130:  programming-related syntax and declarations
494,0.0912,"15287:  instances of the verb ""is"" in various forms and contexts",13282: references to specific legal rules or articles
495,0.0911,3754: terms related to environmental or biological processes and systems,11576: terms related to legal documentation and identification processes
496,-0.0911,7950:  phrases related to technical specifications or characteristics,4421: descriptive terms related to visual aesthetics and design elements
497,-0.0911,14781: elements related to user interaction and token verification in a digital workspace,6981: references to political figures and events
498,0.09106,13046:  mathematical symbols and parameters related to equations and functions,5932:  concepts related to long-term outcomes and investments
499,0.09106,2721: references to experimental time points and durations in research studies,"4219:  programming-related syntax and structure, particularly focusing on method calls and definitions"
500,-0.091,6364: references to educational achievements and milestones,4216:  segments of text with no significant content or activations
501,0.091,16226: references to mental health issues and their connections to other health conditions,16190: 
502,0.091,6020:  references to lists or categories within text,15446: sentiments related to loss and remembrance
503,0.091,14376: emphasis markers and formatting elements in documents,13822:  references to workplace settings and behaviors
504,-0.0909,14947: references to specific combat sports events or match details,12877: references to psychological or emotional states and their implications
505,0.0909,7950:  phrases related to technical specifications or characteristics,3986:  code structure and elements related to defining functions and methods
506,0.09076,915: keywords and classifications in academic or technical documents,12573:  actions related to physical movement and activity
507,0.09076,5799:  possessive forms and indications of ownership,14709:  legal terms and references related to court and judicial proceedings in Maryland
508,0.09076,5815:  numerical or tabular data relevant to various contexts,27: technical terms and concepts related to object-role modeling and database queries
509,0.09076,13889: technical terms related to scientific processes and methods,8208: references to environmental hazards and chemical safety
510,0.0907,6052: object properties and their associated methods in programming contexts,1344:  references to economic policies and the distribution of wealth
511,0.0907,1494: references to various biological and chemical entities as well as their properties and relationships,11652:  references to monetary transactions or expenditures
512,0.0907,8724: phrases indicating contradictions or opposing viewpoints,"7361: discussions about factors and their impacts in various contexts, often related to decision-making and societal issues"
513,0.09064,9619: references to objectives or aims in a structured context,11615: Hawaiian unisex names and their meanings
514,-0.09064,9681: historical references related to laws and legal cases,14104: pieces of text signaling the beginning or end of sections and some specific references
515,0.0906,7247: numerical data and references related to time or age in studies,7430: references to events and venues related to performances or gatherings
516,0.0905,8437: data references and statistics related to biological experiments,5337:  instances of negation and expressions of disagreement
517,0.0905,4584: phrases related to statistical measurements and observed data frequencies,5726: words related to political figures and their positions
518,0.0905,"11347: elements of code, particularly focusing on the structure and syntax of expressions involving regular expressions and programming constructs",15623: references to medical procedures and their associated risks
519,0.0905,8888:  HTML or XML tags,2779: terms and phrases related to banking and financial transactions
520,-0.09045,9309: elements related to political processes and campaign activities,6450:  programming or coding constructs related to data handling and manipulation
521,0.09045,9681: historical references related to laws and legal cases,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
522,0.0904,7280:  references to financial years and seasons,3421:  references to societal changes and their impact on family planning and related issues
523,-0.09033,9395: phrases related to strategic planning and development,616:  code snippets and syntax related to programming and data handling
524,-0.09033,10557: references to molds and molding processes,7038:  HTML tags and attributes
525,0.0903,14781: elements related to user interaction and token verification in a digital workspace,7095: phrases or terms related to authority figures and their actions
526,0.09015,16340: elements related to user preferences or session management,965:  references to gender equality and disparities
527,-0.09015,5815:  numerical or tabular data relevant to various contexts,11639:  mathematical operations and programming constructs related to vector calculations
528,-0.0901,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",331: mathematical equations and expressions
529,0.09,14842: numerical values and related characters,13355:  programming-related syntax and constructs
530,0.09,"2491:  occurrences of the word ""function"" and its variants in coding contexts",331: mathematical equations and expressions
531,0.08997,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",10869:  loops and iterations within code
532,0.08997,3191:  technical descriptions related to inventions and mechanical systems,1367:  elements related to recursive functions in programming
533,-0.0899,6643: phrases related to sports statistics and performances,12472:  phrases indicating personal experiences and actions related to work or projects
534,-0.0899,12198: discussions around access and provisions in contexts of support or rights,8309:  numerical representations or signs of values
535,0.0899,16057: references to legal cases and relevant participants,11615: Hawaiian unisex names and their meanings
536,-0.08984,5608: references to dogs and their activities,16242: 
537,0.0898,"5731: aspects related to competition among entities for binding interactions, particularly in biological contexts",938:  words and phrases related to political dynamics and characteristics
538,0.0898,5720:  references to specific individuals and titles,11652:  references to monetary transactions or expenditures
539,-0.0897,1023: comma-separated lists or sequences of items,10612: technical terms and processes in scientific or mathematical contexts
540,0.0897,"12111: legal terminology and concepts related to rights, warnings, and procedural safeguards",15413:  phrases indicating emotional connections or sentiments
541,0.0897,9681: historical references related to laws and legal cases,9755: terms related to naming and classification
542,-0.08966,6643: phrases related to sports statistics and performances,7269: references to anniversaries and significant celebrations
543,-0.08966,682: elements and attributes related to web development,3194: references to legal violations and copyright issues
544,0.08966,5792: references to academic articles and research contributions,1049:  statements related to proving or demonstrating something
545,0.0896,"6680: actions or suggestions that involve ""taking"" in various contexts",4543: terms related to medical intervention and patient outreach strategies
546,0.0896,1023: comma-separated lists or sequences of items,12472:  phrases indicating personal experiences and actions related to work or projects
547,-0.08954,2721: references to experimental time points and durations in research studies,2138:  references to corporate governance and shareholder issues
548,0.0895,11275:  default export statements in code,1344:  references to economic policies and the distribution of wealth
549,0.0894,11883: mentions of economic conditions and financial statistics,10445: terms related to weather modification and cloud seeding
550,0.0894,14781: elements related to user interaction and token verification in a digital workspace,12800: specific references to successful authors and their works
551,-0.08936,6386: terms related to audio processing and effects,965:  references to gender equality and disparities
552,0.08923,5952: technical terms related to scientific research methodologies,6113:  references to economic and labor conditions influenced by external factors
553,-0.08923,12650: elements and attributes related to layout and styling in code,9748: references to research studies and their findings
554,-0.0892,10028: various genres and elements of music,"7120: numeric values, measurements, and scientific data"
555,-0.0892,11805: references to significant achievements or records in sports,13260:  elements associated with input fields and forms
556,0.0891,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",14712: references to economic inequality and systemic issues within society
557,0.08905,755: data structure definitions and memory allocation expressions in code,405: CSS properties and values related to layout and styling
558,0.089,3036: queries related to SQL and data manipulation,7301: the presence of specific verbs and phrases indicating actions or events
559,0.0889,14538:  recurrent phrases indicating repetition or continuation,8309:  numerical representations or signs of values
560,-0.08887,2036: technical terms and references related to theories and formulas in physics and mathematics,12781:  closing braces in coding syntax
561,0.0888,11374: references to violent incidents or injuries involving multiple victims,9638: references to congenital medical conditions and their implications
562,-0.0888,7507: numerical data and references related to statistics and measurements,1344:  references to economic policies and the distribution of wealth
563,0.08875,12198: discussions around access and provisions in contexts of support or rights,871: phrases related to legal and societal norms affecting individual rights and experiences
564,0.08875,146: quoted speech or dialogue in the text,9486: references to meetings and discussions involving various leaders and officials
565,-0.08875,8437: data references and statistics related to biological experiments,9755: terms related to naming and classification
566,0.08875,14183: terms related to immune response mechanisms and signaling pathways,16190: 
567,0.0887,14802: phrases indicating existence or introduction of concepts,12781:  closing braces in coding syntax
568,-0.0886,11073: references to rural locations and communities,16190: 
569,0.0886,16336: terms related to medical procedures and diagnostics,1344:  references to economic policies and the distribution of wealth
570,-0.08856,6644: variable assignments and declarations in programming code,5485: phrases related to personalized learning and holistic educational approaches
571,0.08856,7931: specific keywords related to family planning and health-related topics,6347:  games that involve strategy and card play
572,0.08856,6643: phrases related to sports statistics and performances,10612: technical terms and processes in scientific or mathematical contexts
573,-0.08856,11633: elements related to code structure and organization in programming,11576: terms related to legal documentation and identification processes
574,0.0885,12610: words related to performance or achievement metrics,6472: mathematical expressions and terms related to equations and fluid dynamics
575,-0.0885,6980: conversational phrases expressing uncertainty or asking rhetorical questions,"15915:  content related to academic programs and institutions, particularly in architecture and design"
576,-0.08844,"9932: functions and events related to programming, particularly those involving event handling and listener methods",12800: specific references to successful authors and their works
577,0.08844,2952: terms related to substantial quantities and mechanical components,10472:  core values and principles that shape organizational philosophy
578,0.0883,1667:  coding-related function calls and error checks,15660: terms and phrases related to notable historical figures and their achievements
579,0.08813,"11347: elements of code, particularly focusing on the structure and syntax of expressions involving regular expressions and programming constructs",15413:  phrases indicating emotional connections or sentiments
580,0.0881,11676:  prepositional phrases and their relationships,11652:  references to monetary transactions or expenditures
581,0.0881,11412: statistical references and data,"14654: references to wealthy and powerful individuals or entities, particularly in the context of financial dealings and influence"
582,-0.088,12198: discussions around access and provisions in contexts of support or rights,3910: structures and amenities related to buildings and facilities
583,0.088,11864:  keywords related to auto-generated REST API client functionality,11576: terms related to legal documentation and identification processes
584,0.088,5039: information related to medical conditions and their treatments or monitoring,9102: terms related to choices and decision-making
585,0.08795,10624: the beginning of textual segments,"10833: technical terms related to programming, referencing, and document structure"
586,-0.08795,6271: structured data related to database entries,16110:  programming commands and structures in a coding context
587,0.0878,11818: locations and movements within physical spaces,10794:  references to specific attributes or benefits related to products and services
588,-0.0878,7494: quoted speech or dialogue in the text,1634: terms related to phagocytosis and immune response
589,0.08777,8676: references to religious themes or symbols,11913: phrases indicating alternatives or choices
590,0.08777,3433: terminology and definitions related to context and time in a study,5485: phrases related to personalized learning and holistic educational approaches
591,-0.08777,11205:  technical terms related to protocols and guidelines in emergency preparedness,14631:  terms related to procedural steps and algorithms
592,0.0877,8592: phrases related to growth and progress,9565: information related to measurements and specifications in a scientific or technical context
593,0.08765,465: references to awards and recognitions in a professional context,11934: references to human characteristics and personal relations
594,0.08765,2893:  actions and experiences of individuals in distressing situations,15137: specific indicative phrases and introductory elements that suggest context
